att0,att1,att2,att3,att4,att5,att6,att7,att8
0.7540263543191801,0.6592356687898089,0.7874015748031498,0.0,0.5737704918032804,0.6410256410256412,0.2899219304471256,0.17759051186017477,0.46434960388448765
0.7510980966325036,0.6815286624203822,0.8129921259842519,0.0,0.4754098360655732,0.6410256410256412,0.347054648687012,0.21192259675405745,0.46434960388448765
0.8038067349926792,0.7372611464968153,0.921259842519685,0.0,0.4098360655737707,0.6282051282051284,0.2615330021291696,0.21192259675405745,0.46434960388448765
0.40556368960468525,0.42993630573248404,0.46850393700787396,0.02631578947368421,0.7295081967213122,0.7051282051282051,0.71611071682044,0.3554931335830212,0.46434960388448765
0.8404099560761347,0.8996815286624202,0.6535433070866141,0.0,0.4918032786885256,0.6282051282051284,0.5777146912704045,0.3211610486891386,0.46434960388448765
0.6530014641288433,0.7452229299363058,0.46850393700787396,0.0,0.6147540983606561,0.5769230769230771,0.7196593328601845,0.3554931335830212,0.46434960388448765
0.37920937042459735,0.6019108280254777,0.7440944881889764,0.02631578947368421,0.44262295081967196,0.7179487179487181,0.5706174591909156,0.3211610486891386,0.4117045744952721
0.24743777452415805,0.31528662420382164,0.32874015748031504,0.0,0.7131147540983598,0.6794871794871795,0.5386799148332151,0.250936329588015,0.46434960388448765
0.24450951683748157,0.45063694267515925,0.6259842519685039,0.0,0.5819672131147549,0.6923076923076925,0.2899219304471256,0.17759051186017477,0.46434960388448765
0.8008784773060029,0.7022292993630572,0.7972440944881891,0.0,0.43442622950819754,0.6410256410256412,0.22888573456352024,0.250936329588015,0.46434960388448765
0.3587115666178623,0.4697452229299363,0.5944881889763779,0.07894736842105263,0.557377049180328,0.7051282051282051,0.31050390347764373,0.17759051186017477,0.46434960388448765
0.15226939970717412,0.2722929936305732,0.2716535433070866,0.0,0.5655737704918025,0.6410256410256412,0.5564229950319376,0.3211610486891386,0.35292614362381813
0.9414348462664714,0.8535031847133758,0.8720472440944882,0.0,0.4098360655737707,0.6410256410256412,0.1958836053938964,0.17759051186017477,0.46434960388448765
0.521229868228404,0.42675159235668797,0.5708661417322836,0.0,0.6229508196721305,0.6282051282051284,0.21646557842441447,0.17759051186017477,0.46434960388448765
0.08931185944363096,0.28662420382165604,0.27559055118110243,0.0,0.3852459016393439,0.6153846153846154,0.9822569198012775,0.46317103620474404,0.8793764375159725
0.5109809663250364,0.48726114649681523,0.6988188976377954,0.0,0.7049180327868854,0.653846153846154,0.12668559261887866,0.07006866416978778,0.46434960388448765
0.7144948755490483,0.5095541401273884,0.6653543307086615,0.0,0.6803278688524586,0.6410256410256412,0.12242725337118524,0.17759051186017477,0.46434960388448765
0.3323572474377744,0.3837579617834395,0.6476377952755906,0.10526315789473684,0.5163934426229524,0.7051282051282051,0.3222143364088006,0.17759051186017477,0.46434960388448765
0.14494875549048314,0.40127388535031844,0.5255905511811023,0.02631578947368421,0.8360655737704938,0.5000000000000002,0.30624556422995036,0.21192259675405745,0.46434960388448765
0.35285505124450944,0.2929936305732484,0.4606299212598426,0.0,0.5819672131147549,0.7051282051282051,0.061391057487579836,0.07006866416978778,0.46434960388448765
0.9267935578330893,0.7914012738853502,0.844488188976378,0.0,0.5,0.6410256410256412,0.23704755145493256,0.21192259675405745,0.46434960388448765
0.329428989751098,0.5652866242038217,0.7480314960629921,0.039473684210526314,0.3770491803278695,0.7051282051282051,0.16749467707594037,0.07006866416978778,0.46434960388448765
0.14202049780380666,0.22929936305732485,0.2854330708661418,0.013157894736842105,0.7049180327868854,0.6410256410256412,0.35060326472675657,0.250936329588015,0.46434960388448765
0.5534407027818447,0.515923566878981,0.9094488188976377,0.013157894736842105,0.6721311475409841,0.6794871794871795,0.20014194464158977,0.21192259675405745,0.46434960388448765
0.5373352855051245,0.5445859872611465,0.641732283464567,0.0,0.6639344262295097,0.6282051282051284,0.4641589779985805,0.2852684144818976,0.46434960388448765
0.2269399707174231,0.39808917197452226,0.5669291338582677,0.013157894736842105,0.32786885245901587,0.3333333333333334,0.2491128459900639,0.14169787765293385,0.46434960388448765
0.5900439238653001,0.7452229299363058,0.889763779527559,0.011842105263157893,0.45901639344262435,0.7179487179487181,0.3860894251242016,0.21192259675405745,0.46434960388448765
0.19472913616398235,0.3407643312101912,0.34055118110236215,0.0,0.7459016393442646,0.6410256410256412,0.638041163946061,0.8220973782771536,0.46434960388448765
0.5739385065885798,0.5621019108280254,0.7893700787401576,0.0,0.44262295081967196,0.6410256410256412,0.2899219304471256,0.2852684144818976,0.46434960388448765
0.8404099560761347,0.8853503184713376,0.7421259842519685,0.0,0.41803278688524514,0.6153846153846154,0.517388218594748,0.2852684144818976,0.46434960388448765
0.6237188872620789,0.4363057324840765,0.8818897637795275,0.0,0.5491803278688536,0.6282051282051284,0.27785663591199433,0.17759051186017477,0.46434960388448765
0.19472913616398235,0.3550955414012739,0.3661417322834647,0.0,0.6639344262295097,0.6923076923076925,0.5564229950319376,0.3211610486891386,0.46434960388448765
0.8272327964860908,0.8105095541401273,0.732283464566929,0.0,0.3770491803278695,0.6025641025641026,0.44996451383960256,0.3554931335830212,0.46434960388448765
0.7481698389458271,0.7308917197452229,0.9330708661417324,0.0,0.5655737704918025,0.6282051282051284,0.17139815471965933,0.17759051186017477,0.46434960388448765
