Inhabitants,Distance
0.028213166144200625,0.3646681293011335
0.09717868338557993,0.20041156850620084
0.009404388714733543,0.041324465433777643
0.10971786833855798,0.4442178615321019
0.10344827586206896,0.17561812817414768
0.06896551724137931,0.7510367234512566
0.15987460815047022,0.31198206859552047
0.07523510971786833,0.3047547596643027
0.46708463949843254,0.6136376482183166
0.26018808777429464,0.40702770103402214
0.14106583072100315,0.653926988757903
0.07836990595611285,0.2706637978028098
0.04702194357366771,0.3388457401208758
0.0219435736677116,0.14359741610103716
0.003134796238244514,0.027892620373559843
0.025078369905956112,0.28512456381861173
0.03134796238244514,0.07438032099615959
0.05642633228840125,0.15909331630857043
0.050156739811912224,0.1962834768066502
0.18181818181818182,0.06508278087163963
0.28213166144200624,0.5805817833583945
0.6238244514106582,0.33264738003786254
0.050156739811912224,0.07231626584884412
0.04702194357366771,0.21487855705569014
0.11912225705329153,0.11053535660004817
0.2445141065830721,0.22107691713870342
0.12852664576802508,0.17975244240738564
0.04702194357366771,0.3719016049807979
0.003134796238244514,0.19834752265642552
0.05956112852664576,0.19214916257341225
0.17868338557993732,0.1497957761840505
0.06583072100313479,0.1312006959350106
0.07836990595611285,0.18904998253190558
0.21316614420062696,0.2520687175537699
0.18181818181818182,0.44834599042181306
0.13166144200626959,0.25619680925332056
0.0909090909090909,0.20248183688966348
0.025078369905956112,0.03409098045657315
0.1755485893416928,0.3223147243166915
0.06896551724137931,0.20764506278094547
0.2789968652037617,0.17458921651610365
0.006269592476489029,0.0
0.1755485893416928,0.37603590061895564
0.14733542319749218,0.4142550099652399
0.16927899686520376,0.15392386788360113
0.08150470219435736,0.08574191626799497
0.04075235109717868,0.5165279513349593
0.08463949843260188,0.5433916228603147
0.11912225705329153,0.19834752265642552
0.23824451410658307,0.3099180041506649
0.05329153605015673,0.4194244212000487
0.025078369905956112,0.12500233585199727
0.05956112852664576,0.24999844917030728
0.04702194357366771,0.19421320842318757
0.3009404388714733,0.10227294136971941
0.0877742946708464,0.3677673093426402
0.04388714733542319,0.2582670776367832
0.018808777429467086,0.09401052613939066
0.04702194357366771,0.12810151589350394
0.10344827586206896,0.13636392182629253
0.13793103448275862,0.17975244240738564
0.028213166144200625,0.2138434228639588
0.16927899686520376,0.17561812817414768
0.12539184952978058,0.41735419000674656
0.09404388714733541,0.22004178294697208
0.08463949843260188,0.280990268180454
0.12225705329153604,0.14256228190930587
0.04075235109717868,0.5681850631923678
0.07836990595611285,0.26136625767828986
0.03134796238244514,0.15909331630857043
0.1755485893416928,0.09401052613939066
0.05642633228840125,0.04855175576991519
0.15673981191222572,0.5671499475957168
0.07836990595611285,0.32851308439970484
0.2413793103448276,0.4669410706708529
0.08150470219435736,0.3037196440676516
0.06269592476489028,0.03305585556238193
0.12539184952978058,0.2727278436525851
0.27586206896551724,0.8057868107917288
0.0,0.012396720166026595
0.08463949843260188,0.24070090904578734
0.05329153605015673,0.40702770103402214
0.04702194357366771,0.4204533700482532
0.0877742946708464,0.2985563995812894
0.04388714733542319,0.17149003647459704
0.06896551724137931,0.15082468784209446
0.457680250783699,0.7500015700446091
0.04388714733542319,0.16012222796661446
0.037617554858934164,0.3801640295086668
0.07523510971786833,0.4318211413660753
0.028213166144200625,0.12810151589350394
0.07523510971786833,0.23760172900428067
0.16927899686520376,0.4194244212000487
0.018808777429467086,0.30165557962279604
0.05329153605015673,0.40702770103402214
0.05642633228840125,0.23347363730473003
0.13166144200626959,0.08264273622648832
0.025078369905956112,0.08161380597336408
0.07836990595611285,0.11466966153574602
0.21630094043887146,0.11776884157725266
0.2476489028213166,0.6859539425796171
0.20689655172413793,0.27376297784431647
0.034482758620689655,0.22314096298847874
0.12539184952978058,0.04648770062259974
0.03134796238244514,0.35537058917661357
0.07210031347962383,0.3842983251468245
0.12539184952978058,0.5371932627773014
0.08150470219435736,0.2603311234865585
0.015673981191222573,0.015495900207533247
0.0877742946708464,0.17355408232437236
0.0219435736677116,0.28925885945676943
0.07523510971786833,0.2768621578858231
0.26645768025078365,0.5041312311689328
0.04388714733542319,0.3378106245242248
0.14420062695924765,0.2272752772217167
0.037617554858934164,0.41735419000674656
0.07523510971786833,0.11983289672456811
0.23824451410658307,0.5867801434414077
0.028213166144200625,0.19834752265642552
0.13166144200626959,0.1880148483401743
0.2413793103448276,0.3811991451053178
0.05329153605015673,0.2086801969726768
0.12539184952978058,0.34297386901058696
0.23510971786833856,0.10537212141122608
0.07210031347962383,0.2933869883464806
0.018808777429467086,0.24999844917030728
0.08150470219435736,0.18181648825716096
0.3887147335423197,0.4008293409510088
0.028213166144200625,0.2468992691288006
0.05956112852664576,0.1570230479251078
0.13479623824451412,0.24587035747075658
0.21003134796238246,0.11157048149423936
0.07210031347962383,0.20764506278094547
0.0909090909090909,0.14876064199231914
0.04388714733542319,0.2644654377197965
0.11598746081504702,0.12293206746853465
0.08150470219435736,0.34297386901058696
0.006269592476489029,0.15909331630857043
0.03134796238244514,0.12293206746853465
0.0,0.037190160498079786
0.07836990595611285,0.3367755089275737
0.17868338557993732,0.18904998253190558
0.12225705329153604,0.5062014623622348
0.04702194357366771,0.2654943493778405
0.11912225705329153,0.19834752265642552
0.10344827586206896,0.2778910695438671
0.050156739811912224,0.1342998759765172
0.06583072100313479,0.2314033689212674
0.0877742946708464,0.047522825516790934
0.15987460815047022,0.20970910863072084
0.018808777429467086,0.17355408232437236
0.05642633228840125,0.17355408232437236
0.2570532915360501,0.24793440332053196
0.05329153605015673,0.40495746984071995
0.1943573667711599,0.36260406485627794
0.05329153605015673,0.1962834768066502
0.012539184952978056,0.07851462593185743
0.037617554858934164,0.22520500883825406
0.04075235109717868,0.31405229978882265
0.23824451410658307,0.26652948356957185
0.09404388714733541,0.30165557962279604
0.15673981191222572,0.5940074523726255
0.06583072100313479,0.3471081646487447
0.2852664576802508,0.45454435050482633
0.10344827586206896,0.11157048149423936
0.16614420062695925,0.5289246715009859
0.04388714733542319,0.31198206859552047
0.015673981191222573,0.26652948356957185
0.08150470219435736,0.43594927025578645
0.16614420062695925,0.28202538377710507
0.2852664576802508,0.11673371668306147
0.219435736677116,0.1880148483401743
0.018808777429467086,0.1838867566406236
0.13479623824451412,0.20454588273943886
0.09404388714733541,0.35537058917661357
0.46708463949843254,0.3181804286785338
0.15987460815047022,0.6590901954342687
0.06896551724137931,0.32025065987183593
0.11912225705329153,0.2933869883464806
0.10971786833855798,0.1518598220338258
0.08150470219435736,0.2933869883464806
0.07836990595611285,0.40702770103402214
0.028213166144200625,0.3419449201623825
0.13479623824451412,0.31198206859552047
0.028213166144200625,0.08781216605637739
0.034482758620689655,0.3347114444827181
0.10971786833855798,0.5485548673466769
0.06583072100313479,0.19421320842318757
0.05642633228840125,0.41115582992373323
0.15987460815047022,0.23657281734623664
0.05329153605015673,0.16322140800812107
0.04388714733542319,0.3657032448977846
0.05642633228840125,0.13636392182629253
0.09717868338557993,0.1518598220338258
0.04702194357366771,0.08884109630950161
0.06896551724137931,0.4896704465580506
0.06896551724137931,0.38636238959168007
0.03134796238244514,0.24380008908729395
0.009404388714733543,0.17149003647459704
0.1724137931034483,0.16115736215834575
0.13793103448275862,0.24277117742924997
0.04388714733542319,0.27376297784431647
0.13166144200626959,0.21074424282245213
0.15987460815047022,0.30165557962279604
0.07210031347962383,0.44834599042181306
0.006269592476489029,0.09297540124519947
0.11598746081504702,0.2272752772217167
0.034482758620689655,0.2396719973877433
0.1128526645768025,0.09917376132821278
0.1536050156739812,0.07954355618498168
0.1724137931034483,0.4690113018641551
0.23197492163009403,0.21694260290546546
0.037617554858934164,0.10743617655854153
0.009404388714733543,0.09297540124519947
0.05642633228840125,0.16322140800812107
0.015673981191222573,0.3078539397058094
0.04388714733542319,0.3409098045657314
0.050156739811912224,0.14566146195081253
0.09404388714733541,0.2582670776367832
0.025078369905956112,0.04648770062259974
0.10658307210031347,0.2086801969726768
0.025078369905956112,0.03512610535076435
0.07836990595611285,0.1962834768066502
0.018808777429467086,0.58264584780325
0.07210031347962383,0.17975244240738564
0.07836990595611285,0.016531025101724453
0.04388714733542319,0.3057837085125072
0.04702194357366771,1.0
0.18181818181818182,0.4566145816981285
0.06896551724137931,0.5619867031093546
0.037617554858934164,0.280990268180454
0.20376175548589343,0.48760638211319496
0.18181818181818182,0.35537058917661357
0.015673981191222573,0.14876064199231914
0.09404388714733541,0.19421320842318757
0.0909090909090909,0.6942163292974894
0.07523510971786833,0.28512456381861173
0.11912225705329153,0.28512456381861173
0.11912225705329153,0.14462632775908119
0.1943573667711599,0.14566146195081253
0.1536050156739812,0.2582670776367832
0.27586206896551724,0.5909082723311189
0.05642633228840125,0.23760172900428067
0.04702194357366771,0.041324465433777643
0.1755485893416928,0.27479188950236044
0.05329153605015673,0.35744082036991576
0.10658307210031347,0.37913508066046225
0.034482758620689655,0.2138434228639588
0.05956112852664576,0.34504410020388915
0.14106583072100315,0.3192155442751849
0.03134796238244514,0.1570230479251078
0.07210031347962383,0.10123781647552822
0.21630094043887146,0.11776884157725266
0.12852664576802508,0.3842983251468245
0.13479623824451412,0.43801950144908863
0.07836990595611285,0.20660992858921418
0.03134796238244514,0.09503945639251492
0.10658307210031347,0.32644901995484926
0.0877742946708464,0.07438032099615959
0.0219435736677116,0.2727278436525851
0.07210031347962383,0.13636392182629253
0.037617554858934164,0.14772550780058785
0.009404388714733543,0.36363918045292903
0.07523510971786833,0.18595080249039897
0.12225705329153604,0.3801640295086668
0.14420062695924765,0.35744082036991576
0.04702194357366771,0.3243787887615471
0.11912225705329153,0.2086801969726768
0.14106583072100315,0.24793440332053196
0.03134796238244514,0.14462632775908119
0.1536050156739812,0.21074424282245213
0.07210031347962383,0.10537212141122608
0.06269592476489028,0.5599164719160524
0.037617554858934164,0.39463098086799553
0.025078369905956112,0.19008511672363693
0.5768025078369906,0.5475197517500258
0.034482758620689655,0.07231626584884412
0.08150470219435736,0.5351230315839992
0.05329153605015673,0.10330806626391063
0.04075235109717868,0.09710970618089733
0.07523510971786833,0.2314033689212674
0.2789968652037617,0.5599164719160524
0.10031347962382445,0.4028934053958644
0.09404388714733541,0.3966950453128511
0.13793103448275862,0.31198206859552047
0.18808777429467086,0.38843262078498225
0.20689655172413793,0.4752096619471684
0.05329153605015673,0.24793440332053196
0.04075235109717868,0.22004178294697208
0.15987460815047022,0.22520500883825406
0.0877742946708464,0.5144638868901038
0.44200626959247646,0.13739905601802388
0.034482758620689655,0.29545721953978277
0.025078369905956112,0.2644654377197965
0.015673981191222573,0.047522825516790934
0.13793103448275862,0.26652948356957185
0.04388714733542319,0.1260312475100413
0.034482758620689655,0.16322140800812107
0.07210031347962383,0.2520687175537699
0.05642633228840125,0.2933869883464806
0.06583072100313479,0.08574191626799497
0.16927899686520376,0.27892620373559845
0.17868338557993732,0.3057837085125072
0.0219435736677116,0.16735572224135903
0.07210031347962383,0.29752128398463834
0.08150470219435736,0.10123781647552822
0.0877742946708464,0.20248183688966348
0.04702194357366771,0.10123781647552822
0.03134796238244514,0.1838867566406236
0.23510971786833856,0.49793287108591944
0.2445141065830721,0.22933932307149202
0.04702194357366771,0.3367755089275737
0.04075235109717868,0.1652916763915837
0.13479623824451412,0.05165093581142184
0.05956112852664576,0.19214916257341225
0.012539184952978056,0.061983600830132976
0.07523510971786833,0.17768839655761032
0.10658307210031347,0.4194244212000487
0.26332288401253917,0.21074424282245213
0.0909090909090909,0.45248028605997076
0.06896551724137931,0.3347114444827181
0.07523510971786833,0.1570230479251078
0.07836990595611285,0.22520500883825406
0.04702194357366771,0.08884109630950161
0.15673981191222572,0.3543416403284091
0.0877742946708464,0.24896953751226325
0.0219435736677116,0.0
0.14106583072100315,0.24793440332053196
0.037617554858934164,0.21590746871373412
0.3197492163009404,0.2314033689212674
0.0877742946708464,0.05991954568281753
0.050156739811912224,0.14566146195081253
0.11912225705329153,0.14256228190930587
0.1755485893416928,0.2138434228639588
0.2006269592476489,0.33264738003786254
0.12225705329153604,0.24173604323751863
0.2445141065830721,0.32025065987183593
0.0909090909090909,0.2396719973877433
0.050156739811912224,0.22314096298847874
0.05956112852664576,0.48140802203018174
0.05642633228840125,0.16322140800812107
0.025078369905956112,0.06921708580733749
0.034482758620689655,0.18078757659911698
0.18181818181818182,0.2551678975952765
0.05329153605015673,0.16735572224135903
0.04388714733542319,0.08987622120369283
0.12852664576802508,0.4318211413660753
0.15987460815047022,0.3801640295086668
0.0219435736677116,0.17768839655761032
0.05642633228840125,0.07024601606046173
0.025078369905956112,0.28306049937375616
0.14106583072100315,0.6487637820815372
0.10658307210031347,0.592978503524421
0.15047021943573669,0.4194244212000487
0.16614420062695925,0.3853334407434756
0.06269592476489028,0.3595048848147713
0.06269592476489028,0.25619680925332056
0.04388714733542319,0.46281294178114185
0.10344827586206896,0.6415302685918763
0.05956112852664576,0.17768839655761032
0.06896551724137931,0.5537181118330391
0.08463949843260188,0.12913042755154797
0.26645768025078365,0.2448352232790253
0.04702194357366771,0.1694197680911344
0.15047021943573669,0.2582670776367832
0.034482758620689655,0.09503945639251492
0.07523510971786833,0.1911140283816809
0.07523510971786833,0.08367786112067953
0.11912225705329153,0.22107691713870342
0.08150470219435736,0.24793440332053196
0.1128526645768025,0.2520687175537699
0.39184952978056425,0.39049668522983777
0.10971786833855798,0.529959787097637
0.06269592476489028,0.2520687175537699
0.0909090909090909,0.19834752265642552
0.43887147335423193,0.5619867031093546
0.1943573667711599,0.4772737263920239
0.16927899686520376,0.5867801434414077
0.6238244514106582,0.2768621578858231
0.18495297805642633,0.4307860257694242
0.22884012539184953,0.34297386901058696
0.06583072100313479,0.2314033689212674
0.335423197492163,0.3419449201623825
0.05642633228840125,0.1880148483401743
