x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.04138991365305975,0.45427913956978483,0.8348317112712893,0.3358024320822766,0.5654795600157624,0.0010897748299040617,0.18764629622960854,0.9907723827740474,0.7507665251825405,0.36623775110362583
0.13234229079472795,0.06375787893946973,0.9508850747955462,0.1532952163712852,0.5846423577842366,0.21606362123469783,0.806753934243221,0.14047806740242175,0.6222823993813779,0.21083903565006412
0.9327020030249439,0.34005702851425706,0.8911036456140317,0.5938042428880852,0.3928613577582327,0.8992843912021445,0.6952106865769583,0.22864262791014078,0.9628046468682256,0.011977365419657842
0.3196617344611519,0.982378189094547,0.6796258272416411,0.1507090655341627,0.876062905184157,0.6965762657249304,0.377482284401871,0.565006482541156,0.4751625833674289,0.272444058622683
0.5400995110474468,0.6476638319159579,0.5697523350792463,0.509458709125561,0.2032356724081716,0.0879605399439001,0.28095378139492083,0.7048913173964194,0.7602019124865826,0.6706184505033573
0.9340694296620545,0.5931975987993996,0.9869701627929538,0.3886969701517175,0.19607262660348412,0.5442199403776083,0.9614938320509281,0.6505760258021145,0.567622776576791,0.980547782447199
0.6496817006906155,0.8150815407703851,0.6577547434188221,0.07899515284301514,0.1811854530761491,0.20821904374009917,0.11207941709580226,0.999618850589431,0.8602018124506697,0.6304988768719634
0.5771910836180888,0.5389104552276137,0.9806312690089304,0.7010209543246746,0.761936242691433,0.003858743566675906,0.2413202572012756,0.4954882313867036,0.47941911146101446,0.10005940677237206
0.40335784764846633,0.6944302151075537,0.22223833560532036,0.41688151227296144,0.44441988530325427,0.29670295580157485,0.7220741754394389,0.2862632151803507,0.677034055225826,0.6215838605601038
0.22406090700298492,0.3516818409204602,0.9388783818518412,0.5413228886854651,0.28839410553940875,0.6471941550442364,0.11964480775925192,0.17011068338788804,0.6159561282500418,0.5281282066155542
0.3898856443210282,0.7970595297648823,0.35147255763062596,0.8024250791602263,0.45550650394957665,0.7210526684472659,0.2785580243356901,0.7599298925178669,0.36843726897956364,0.7462370710260969
0.5848074599274974,0.9900650325162579,0.0627758513950467,0.2713207377282891,0.9864170168844653,0.8541332887683141,0.4038366123695088,0.7896445406599387,0.34712761881515464,0.5324717017740023
0.5597216331495426,0.4613356678339169,0.9091651922921132,0.2416135180155169,0.7763263436461724,0.35832877175671896,0.2555547553026757,0.3325823722899377,0.7798179546457177,0.6852661203377185
0.14360280407487136,0.44651725862931463,0.0338027661900328,0.31208887955140036,0.12526728902419754,0.7441811127711803,0.9425598489122563,0.5581297868764556,0.9348506113694816,0.47952966638196753
0.5534736837893423,0.9263351675837918,0.4318698936550054,0.7971247205006228,0.649567836904188,0.35767230500886127,0.9535103092577254,0.892243759553745,0.2881994636074351,0.6667380081329272
0.04966349501044326,0.5583151575787892,0.08633217283636993,0.8709405685530062,0.09538592634524641,0.85410026528862,0.44190364155073003,0.44078378724459993,0.5880621142990333,0.061118967562302104
