Att0,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25
0.3155080213903743,0.0,0.0,0.39534883720930236,0.160377358490566,0.0,0.0,0.0,0.0,0.47328244274809156,0.006993006993006993,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2835820895522388,0.4545454545454546,0.0,0.1,0.0
0.4973262032085561,0.13008130081300817,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.2706766917293233,0.13740458015267176,0.38461538461538464,0.05128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02139037433155079,0.0,0.25,0.18604651162790697,0.0,0.0,0.022388059701492536,0.006666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.8609625668449197,0.3577235772357724,0.0,0.0,0.009433962264150941,0.0,0.0,0.21333333333333335,0.3533834586466165,0.10687022900763359,0.46853146853146854,0.4957264957264958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
0.9946524064171123,0.04065040650406504,0.0,0.0,0.0,0.208955223880597,0.13432835820895522,0.0,0.47368421052631576,0.564885496183206,0.13986013986013987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1550802139037433,0.19512195121951226,0.0,0.007751937984496138,0.028301886792452935,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02564102564102564
0.3101604278074866,0.0,0.008064516129032251,0.054263565891472854,0.05660377358490576,0.0,0.0,0.08,0.37593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.045454545454545456,0.07246376811594203,0.0,0.0
0.320855614973262,0.0,0.008064516129032251,0.023255813953488413,0.0,0.18656716417910446,0.27611940298507465,0.0,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0
0.2566844919786096,0.1707317073170732,0.0,0.0,0.0,0.0,0.0,0.0,0.12030075187969924,0.030534351145038167,0.11888111888111888,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5561497326203209,0.12195121951219512,0.0,0.0,0.0,0.4626865671641791,0.0,0.0,0.0,0.015267175572519083,0.43356643356643354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5614973262032086,0.1382113821138211,0.016129032258064502,0.007751937984496138,0.0,0.0,0.27611940298507465,0.16666666666666669,0.0,0.04580152671755725,0.3706293706293706,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0
0.20855614973262032,0.3739837398373983,0.008064516129032251,0.007751937984496138,0.018867924528301994,0.0,0.11940298507462686,0.05333333333333334,0.0,0.0,0.0,0.2136752136752137,0.17094017094017094,0.16379310344827586,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.0
0.4759358288770053,0.0,0.0,0.0,0.0,0.014925373134328358,0.03731343283582089,0.2733333333333334,0.2781954887218045,0.06870229007633588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3155080213903743,0.1382113821138211,0.41129032258064513,0.0,0.0,0.3731343283582089,0.08955223880597014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3796791443850267,0.3902439024390244,0.0,0.0,0.0,0.0,0.0,0.2733333333333334,0.05263157894736842,0.0,0.0,0.27350427350427353,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5294117647058822,0.14634146341463417,0.016129032258064502,0.015503875968992276,0.0,0.0,0.0,0.4733333333333334,0.06015037593984962,0.0,0.11188811188811189,0.2478632478632479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0
