P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4
0.002508689792154359,0.005549702139115635,0.46472248752451306,0.45155596839191875,0.0366129,0.0202439,0.6618784500000001,0.7740586
0.0006845428105270625,0.0025940125512552824,0.43241076967418757,0.5870842363222544,0.0,0.1176471,0.6185847600000001,0.6875
4.185287649854579e-05,0.0,0.43556023511603426,0.6819806453810313,0.6722689,0.0,0.6161616200000001,0.0
5.7813719231042064e-05,0.0,0.382333845293093,0.7294561891546849,0.054878,0.25,0.50530973,0.5
9.221820245442293e-05,0.0,0.436302091325912,0.6400066188375615,0.0,0.0,0.65921788,0.0
0.00042845995601901115,0.006065888500168373,0.48257692112066586,0.575801937027868,0.0041356,0.047138,0.67313054,0.5714286
0.0004476129672980067,0.023904001187776455,0.4720864917830676,0.851214090816141,0.0095012,0.1142857,0.65510984,0.0
0.0003483010569624743,0.13682739810322475,0.513016609493238,0.5712032020975659,0.0325534,0.1136364,0.7842696600000001,0.4
2.3409236007661204e-05,0.005978683526891107,0.4013830086453527,0.6104549184996901,0.0,0.1538462,0.5078431400000001,0.0
0.000326310562531035,0.004204844929433288,0.4431974632995278,0.6386874187407843,0.3485342,0.2131148,0.5945723700000001,0.3846154
0.00012094771937291622,0.0060927207996383,0.5024958581687432,0.5840865762744687,0.005848,0.084,0.58589744,0.2857143
2.269986521955026e-05,0.0,0.3548268038539137,0.8795406798167344,0.0,0.0,0.5,0.0
8.938071930197913e-05,0.001001850981458434,0.3114925547023859,0.8246276871247298,0.0039526,0.0,0.4047619,0.0
0.0001787614386039583,0.0,0.3472342435435904,0.7415889412169709,0.0,0.0380952,0.46923077,0.25
5.178406753209903e-05,0.0,0.4376707106126084,0.6981688709231413,0.0136054,0.0714286,0.61008403,1.0
0.00047776122579272186,0.0007093789172362195,0.4355624087351667,0.5575860399946391,0.0215134,0.2285714,0.60445168,0.625
0.00013761793289352345,0.0010557391828938726,0.4601871225238674,0.724915134157391,0.0,0.3461538,0.62808642,0.5555556
1.9862382067106475e-05,0.0,0.4951594588731698,0.6565852931569545,0.0,0.1428571,0.568,1.0
0.002049372206852522,0.05582068600351235,0.535697673053774,0.4456279850507185,0.0707735,0.2415902,0.67792262,0.7594937
0.00011314464070369581,0.0,0.4091269615282455,0.6003511429043829,0.0,0.4761905,0.61467181,0.8
4.3626303468823156e-05,0.0,0.3974879918411032,0.5579920179846554,0.0,0.3076923,0.5370786500000001,0.75
0.0003355323827764773,0.017752361130552105,0.43464894529478837,0.680301532942093,0.0232313,0.0404624,0.52301325,0.2857143
0.00028906859615521034,0.00309868338378551,0.4246656213007719,0.4738516114559655,0.0134804,0.1538462,0.64647887,0.5
1.5251471944385329e-05,0.0,0.5370996573941524,0.6144390097999772,0.0,0.0425532,0.50512821,0.5
5.001064056182167e-05,0.0,0.4907715739306555,0.503741561536724,0.0140845,0.2857143,0.6195876300000001,0.5
0.0001918847981840108,0.0,0.42970124474473237,0.6990369408651493,0.0,0.2876712,0.5396751700000001,0.4761905
0.0002387032701993332,0.004153639957944843,0.4454916096127871,0.5450009832993103,0.3590504,0.1604938,0.58218527,0.3846154
0.00043378023692984324,0.00037900623001273193,0.43927994953725824,0.5767357777532152,0.000817,0.1354167,0.6140068900000001,0.6923077
0.0003387245513229765,0.0009352174377747795,0.431822697017925,0.5768383488558038,0.0,0.0597015,0.6714953300000001,0.5
0.00038944456267290915,0.002000683329226501,0.36790786115442653,0.5701534795158592,0.0100091,0.1194969,0.5648711900000001,0.7894737
0.0002986451017947081,0.0051600747905627235,0.42426958789485425,0.5170195604136618,0.0118624,0.0888889,0.7027668,0.75
0.003959353053841243,0.03236959167053872,0.4619941607895628,0.3985936536152986,0.0120029,0.1732419,0.63079901,0.6237624
8.72526069376463e-05,0.0018479628247434943,0.4359368146307173,0.603752301488051,0.0,0.0714286,0.58056872,1.0
2.2345179825494787e-05,0.0,0.45659521690762683,0.6533657872129852,0.15625,0.2,0.62931034,0.6666667
0.0010505781371923104,0.0480567601518887,0.361420912215783,0.9634448857147817,0.3604455,0.0340909,0.45454545,0.0
4.291693268071221e-05,0.0,0.5169735744427602,0.6684077219597553,0.0,0.0377358,0.6394495400000001,0.3181818
0.0018918918918918919,0.006020161789821704,0.47231852562544807,0.6230613767991213,0.0596064,0.1316372,0.5734033700000001,0.7815126
0.0017798113073703625,0.011232671365598579,0.535934380177289,0.819035082579525,0.0193266,0.6599424,0.67745211,0.3449782
0.0016695041498191105,0.01945621214689253,0.5314635716648748,0.7510899484625884,0.0167799,0.3005464,0.6636195500000001,0.2
0.001636873093566007,0.06782702200382718,0.3805096354362518,0.73284181852562,0.0030329,0.2312925,0.5522821600000001,0.4705882
0.000162800595871462,0.0008768571864276863,0.4698074521227782,0.6907774876526447,0.0,0.2857143,0.6563025200000001,0.25
0.0002372845286231113,0.03430610108353298,0.5045339521482095,0.592925438768771,0.0074627,0.1730769,0.62613333,0.2222222
0.0001198836631907498,0.0,0.4619754676650244,0.6035029206012232,0.0058997,0.1666667,0.6385214000000001,0.6666667
1.2768674185997021e-05,0.0,0.4196647757629294,0.576764617719719,0.0,0.1666667,0.61785714,1.0
0.00010144002269986521,0.0014847205706693452,0.4313373278656668,0.6453375757228554,0.0,0.3684211,0.57678571,0.4285714
0.0003812867986096333,0.006699130767658672,0.5173754766203352,0.6349463139456115,0.0037175,0.4418605,0.6069421500000001,0.0526316
0.00018230829254451303,0.0016736646794367543,0.3768741487564073,0.5337561368121031,0.1825243,0.11,0.54433962,0.5454545
0.00037241966375824647,0.004017130634391584,0.31330937425417693,0.5815634054493442,0.0057088,0.225,0.64295775,0.2222222
7.55479889338157e-05,0.0,0.3982429984467318,0.71339311079754,0.0046729,0.1578947,0.60662252,0.3333333
0.00010605093282258636,0.004557130661223884,0.40934258454617656,0.5824077248307022,0.0033333,0.2222222,0.5307692300000001,0.5
0.0002621125062069944,0.016399789634772156,0.5321826048738627,0.6861004541707485,0.0054054,0.2277228,0.61204819,0.3478261
0.00016634744981201675,0.005036087206762097,0.37966529308428293,0.755664149846724,0.0,0.037037,0.66102151,0.375
0.00010108533730580975,0.0,0.4846057772188196,0.46614625099357593,0.0,0.125,0.62681564,1.0
0.00023160956231822375,0.007533727082421221,0.3547983294432796,0.521109746251359,0.0,0.1694915,0.63181818,0.7
0.0003380151805348656,0.0017253168559163655,0.38573458110664166,0.5992055045969731,0.2148847,0.2363636,0.57877358,0.8076923
0.00038767113570263177,0.012850770824883024,0.4011868395186564,0.5359820341363415,0.0018282,0.2,0.6445736400000001,0.3846154
0.0007838547208625949,0.016701093997569888,0.37355427157458276,0.4428325962612181,0.0049751,0.1350211,0.6395387100000001,0.34375
0.00012946016883024758,0.0,0.436835062737169,0.6398836901115583,0.0054645,0.1176471,0.6359861600000001,0.5
1.5606157338440805e-05,0.0,0.42263241796435347,0.4490102214844179,0.0,0.0,0.5317073200000001,0.0
0.0006292118890544087,0.0029913541859057985,0.4485985808005961,0.29347497715313514,0.0022535,0.0394904,0.47980685000000006,0.4354839
3.7596651769880116e-05,0.0,0.3327684821748016,0.8170594796252162,0.0,0.0322581,0.35882353,1.0
0.0011693977442008938,0.0016789193380829484,0.3512815223680624,0.835789928640005,0.0027289,0.0651945,0.47741256,0.4677419
0.00013868198907568988,0.006694658717747017,0.4153788335577232,0.6770850284426013,0.0,0.125,0.54819672,0.8571429
0.0003986663829183514,0.005067726959887054,0.38762747732806563,0.5766078901189446,0.0,0.2380952,0.63056266,0.6
1.5251471944385329e-05,0.058229779290920713,0.27546025298318355,0.4364876731327784,0.0,0.5714286,0.60833333,0.75
6.739022487053983e-06,0.0,0.30444187764176234,0.6737560350239862,0.0,0.2857143,0.6117647100000001,1.0
0.0002450876072923317,0.004251018844771123,0.4474450411270475,0.6171819385599095,0.0028902,0.1632653,0.69147122,0.625
1.134993260977513e-05,0.0,0.37025982573660693,0.7231869546261198,0.0,0.1428571,0.5222222200000001,0.0
3.582322479960275e-05,0.0,0.4003809702253304,0.6417713376929095,0.4215686,0.2,0.56341463,0.6666667
0.00010144002269986521,0.0013957267774274175,0.42199641700622215,0.6908071106046645,0.0,0.0434783,0.6374269,1.0
0.0004160459672270696,0.00304636039981915,0.3918160413961416,0.6142873716050563,0.0008518,0.1263941,0.5797018300000001,0.6764706
0.0015755125203944101,0.00836910600591831,0.37311617863845364,0.5218319198922299,0.0024758,0.1285141,0.67594838,0.65625
0.00010392282045825353,0.002976037414958381,0.3799302572565188,0.7203623343773575,0.0,0.0740741,0.46090226000000006,0.25
0.0002450876072923317,0.005443714556209419,0.628910395159611,0.4003145252817541,0.0028902,0.0248288,0.5625387000000001,0.3103448
2.9438887706604244e-05,0.0,0.48883107545023263,0.6892915116409719,0.0,0.0,0.6327868900000001,0.0
9.931191033553238e-05,0.0016686336232861426,0.5036362474465409,0.6006123990715357,0.0071174,0.0606061,0.6227027,0.5
0.00029013265233737674,0.0004484348048911704,0.41409063817892444,0.7052252668904004,0.035409,0.0837696,0.51469697,0.625
0.0005710434844293113,0.0027005591404004542,0.49713908249797534,0.6168506051890799,0.0043451,0.25,0.5999283700000001,0.25
7.483861814570475e-05,0.002162459734780608,0.38407121906559594,0.5937338713139815,0.0,0.025,0.54724409,1.0
0.001139604171100234,0.0017186087810488837,0.43092857878782476,0.5022089978868527,0.0771624,0.1231527,0.6108232600000001,0.64
4.3626303468823156e-05,0.0,0.4279949537258223,0.6737560350239862,0.0,0.0,0.61010101,0.0
0.00025466411293182946,0.0,0.4292869529381027,0.597072782549132,0.0472879,0.060241,0.58927739,0.6
0.0002922607647017096,0.001000062161493772,0.44201371032003933,0.6488428713801437,0.0024242,0.1764706,0.56816479,0.1666667
0.0026516280059587145,0.0034435902332218753,0.4350041146610175,0.6029396930200885,0.0017387,0.2298507,0.6484452,0.3766234
2.0571752855217424e-05,0.0,0.36894924208074475,0.6461082944657148,0.0,0.125,0.67678571,1.0
0.0001198836631907498,0.001361739198098842,0.43872437248702456,0.5996533723120923,0.0,0.1807229,0.55708812,0.8666667
0.00042455841668440097,0.055719282271765584,0.5093172184109018,0.849677220745932,0.0050083,0.64,0.88155844,0.09375
7.093707881109455e-05,0.010448721016085516,0.49722363628222443,0.8376895819992674,0.0099502,0.0666667,0.6363095200000001,0.0
0.0005313187202950982,0.009838286203144657,0.5534277756355553,0.7257722423021757,0.0013342,0.0406977,0.66755358,0.4285714
0.0028903312761580477,0.004531416374231869,0.411052462036655,0.6605461558869352,0.0500613,0.1605166,0.57224534,0.4310345
1.773426970277364e-05,0.0,0.34399783333644884,0.4882447122051912,0.0,0.0,0.5473684200000001,0.0
8.299638220898063e-05,0.0,0.4030200698948968,0.572412131734181,0.0,0.025,0.549,1.0
0.00020784564091650705,0.0007498509689366942,0.4117670393264215,0.5553744974048598,0.0017036,0.0714286,0.60361757,0.5
8.157764063275874e-05,0.003618111981024198,0.437250658715278,0.7175377141285952,0.1645022,0.1538462,0.60752688,0.25
0.0006937646307725048,0.010009118509769864,0.3875142317712692,0.4625392977168011,0.0020439,0.19,0.5284467700000001,0.3157895
3.830602255799106e-05,0.0,0.4476869649364803,0.5570265968434982,0.0,0.1875,0.55384615,0.3333333
0.0005593388664254806,0.011559578214140533,0.5246276481745294,0.7014598895442332,0.004436,0.5064935,0.5890190300000001,0.4358974
2.2345179825494787e-05,0.008803230251092187,0.4951042489472076,0.4698535569139774,0.0,0.2727273,0.55454545,1.0
0.0007072426757466128,0.0205158643734591,0.24990196977713014,0.3759664161852501,0.0090226,0.1126761,0.65119048,0.5
5.355749450237639e-05,0.0,0.4137652473948088,0.6737560350239862,0.0263158,0.3333333,0.60396825,0.0
0.0002876498545789884,0.004115962937439152,0.4173340039672896,0.7075054512104109,0.0,0.0816327,0.55232775,0.6666667
0.00022380648364900334,0.008719043911505289,0.2560690706604455,0.6882098171506974,0.2120253,0.1276596,0.6330275200000001,0.6666667
2.7310775342271405e-05,0.0,0.3839475401369641,0.5315470736764576,0.0,0.3076923,0.6048387100000001,0.75
0.0004461942257217848,0.01851451023674585,0.38164730769013405,0.6175248862158924,0.0079428,0.2264151,0.75379976,0.3333333
0.02921898276228985,0.12699246593751384,0.48519243702264614,0.5435490671575811,0.2622692,0.1293455,0.5858729500000001,0.3957368
3.6177910193658226e-05,0.0,0.3883536834801903,0.3411771952336539,0.0,0.0740741,0.48160920000000007,1.0
3.085762928282613e-05,0.0,0.46786912726148766,0.7330730602479949,0.0,0.1428571,0.5935064900000001,1.0
0.0013634106547492375,0.003513130609348105,0.41249400624524246,0.5363856631698098,0.0364109,0.1506849,0.63502258,0.6909091
4.185287649854579e-05,0.004021602684303239,0.42532009802152837,0.5942511637448475,0.0,0.1071429,0.5808080800000001,1.0
0.0003642618996949706,0.001287503169565375,0.3946407681396124,0.6382118855374355,0.0,0.2162162,0.64017857,0.625
0.0009931191033553239,0.008373578055829965,0.4728750808042913,0.7325754729526137,0.0035702,0.5486111,0.54812606,0.1518987
0.0003628431581187487,0.0005250186596282563,0.3176499829805622,0.8457987019927111,0.9853516,0.3606557,0.5832951900000001,0.5
0.00029793573100659715,0.006021615206042992,0.4917165548484531,0.6493168386124608,0.0023781,0.5,0.51291291,0.6885246
0.00016102716890118465,0.016641615733744883,0.4860081962830243,0.7131921445151148,0.5274725,0.4285714,0.6898437500000001,0.0
0.003783074412995673,0.02706249823913035,0.57651769695489,0.47358108996020726,0.0325302,0.1458853,0.6155028100000001,0.4358974
0.0003334042704121444,0.00708350345756539,0.432781806460083,0.7573105073915789,0.0042508,0.1969697,0.62860792,0.4615385
0.00021245655103922822,0.0031672175486816175,0.504932050492303,0.8325281414781749,0.0033333,0.1176471,0.6214022100000001,0.0
0.00023586578704688942,0.003307751717155365,0.43987508645570095,0.5610892476905516,0.0,0.1166667,0.71027569,0.5714286
0.00023834858480527773,0.003156484628893646,0.4317416210242876,0.6761798971861719,0.0,0.203125,0.56591376,0.7692308
0.00013903667446974534,0.0,0.4717499068604202,0.6679451080174192,0.1501272,0.0576923,0.57155172,0.5
0.0002060722139462297,0.0007785838896190754,0.4429722763574142,0.5627658806753564,0.0068729,0.1395349,0.6790190700000001,0.6666667
0.00019011137121373341,0.004234919465089166,0.44150062752384356,0.7594179129077381,0.0,0.4166667,0.60672451,0.0
0.00047705185500461093,0.016235218198023264,0.48182256660077694,0.8681451086177083,0.1106984,0.0740741,0.76542688,0.0
1.3123359580052494e-05,0.0,0.3352523854383168,0.5535608419547651,0.0,0.4285714,0.57941176,0.6666667
5.60402922607647e-05,0.0,0.3979927062036394,0.6306671676034001,0.0062893,0.6666667,0.54538462,1.0
0.00019294885436617722,0.0017845715172457898,0.45963100206885066,0.5953378171433896,0.0,0.125,0.60045872,0.6666667
0.0002621125062069944,0.00470247228335266,0.4417387474997946,0.6137977446624203,0.0,0.1142857,0.6712473600000001,0.375
0.00012591331488969284,0.0,0.42203499874582173,0.45381631707885856,0.0,0.0933333,0.58023715,0.4285714
4.7527842803433353e-05,0.0,0.44115763042475564,0.6810059589112691,0.0074074,0.2,0.5697916700000001,0.5
0.00020500815776406327,0.0008042981766110896,0.4268839083063116,0.5875464587718324,0.0103627,0.1967213,0.51963883,0.75
0.0001539334610200752,0.0009629441472270384,0.4345968871165681,0.7030055029527036,0.0022989,0.1153846,0.61903409,1.0
0.0002496985174150529,0.0027402485833663893,0.36935744775380375,0.5020730194022507,0.0,0.1525424,0.6120000000000001,0.6666667
0.00016563807902390582,0.0,0.4965575306991098,0.7434662794890288,0.0021368,0.2857143,0.6314285700000001,0.25
0.00026246719160104987,0.007713727091365322,0.4132446656126063,0.7006128297135696,0.0175439,0.2727273,0.51154529,0.4285714
6.029651698943038e-06,0.015746646745174994,0.2652555458805353,0.7825039798501288,0.0,0.3333333,0.4375,1.0
7.058239341703908e-05,0.0,0.4245254228667341,0.6868057936230267,0.0,0.0,0.67839506,0.0
0.0003504291693268071,0.0,0.40146723638673204,0.5790826463396668,0.0,0.0825688,0.57632312,0.8518519
0.00015286940483790878,0.002358670924654456,0.4382524797733872,0.5408417642386243,0.0,0.0274914,0.5961326,0.9375
0.0011520181598921756,0.01437249760857131,0.3945750161608582,0.7337029720955708,0.0070791,0.1481481,0.4629464300000001,0.4166667
0.0037174576150954103,0.021067044525070536,0.46073041862600317,0.6487944567757413,0.060103,0.1045576,0.5874869,0.4871795
8.547917996736894e-05,0.0015294410697858918,0.4513915727047343,0.8058713995879148,0.0,0.375,0.58072917,0.4444444
0.0003170887422855927,0.013157888852565906,0.4567950811868482,0.6879723115441949,0.3340782,0.055794,0.52720695,0.8461538
0.00029048733773143226,0.0031995281092933223,0.472146483671121,0.7899307279664287,0.0,0.1428571,0.61286982,0.0
0.0005323827764772647,0.014311342326029432,0.5073257485618249,0.7741054162109582,0.0446072,0.4123711,0.5844501700000001,0.525
0.00021316592182733915,0.0,0.4576812657071153,0.6033046947681038,0.0016611,0.1842105,0.48958333,0.6428571
4.96559551677662e-06,0.0,0.6208803939988985,0.9130015658405344,0.0,0.0,0.69230769,0.0
0.000723203518479109,0.013820758450720918,0.2519251744655397,0.5662874885308935,0.0009804,0.2062937,0.54391475,0.5762712
4.6463786621266936e-05,0.0,0.4082600135372999,0.5452357484565071,0.0,0.0,0.48750000000000004,0.0
0.00015570688799035256,0.0037770933553835213,0.36847550179084476,0.575882845531182,0.1045455,0.2894737,0.52943262,0.5
3.1921685464992555e-05,0.0,0.4721210523272722,0.48374580792817207,0.0,0.0769231,0.622,0.0
0.0009299851032134496,0.0085531308597829,0.46126143378004103,0.5701490425979354,0.3030881,0.1459854,0.59485893,0.7
0.00012059303397886074,0.0010770932212220234,0.396914917156854,0.6670588989109585,0.0029326,0.0769231,0.6047244100000001,0.25
0.00204405192594169,0.007021677367536764,0.5384671898712826,0.6771521042018003,0.1641221,0.2985782,0.63334214,0.5873016
7.803078669220403e-06,0.0,0.40332024669707706,0.3758810707640125,0.0,0.0,0.68666667,0.0
0.0002454422926863872,0.004300099592551533,0.4837654560622455,0.7589654777771093,0.002886,0.4444444,0.7005281700000001,0.5
9.718379797119954e-05,0.008054832698376781,0.3923888987184776,0.5539355005241435,0.0,0.25,0.73817204,0.2
1.8798325884940058e-05,0.0077639258516236445,0.4716898062914101,0.6375066765827433,0.0,0.0,0.53846154,0.0
1.5960842732496278e-05,0.008281565628897671,0.5008725994006897,0.7163096013468395,0.0217391,0.0,0.58235294,0.0
0.000594098035042917,0.001367776465479576,0.4282749158700715,0.5398324959085743,0.00358,0.0948905,0.59410112,0.3846154
6.916365184081719e-05,0.0,0.3862437513883992,0.5206211632894109,0.0,0.1666667,0.6150326800000001,1.0
4.5045045045045046e-05,0.02652909448591774,0.5173828669253853,0.5819999198744821,0.0,0.04,0.50947368,1.0
2.9438887706604244e-05,0.0,0.5901174884613429,0.5650080901978434,0.0,0.0507042,0.58333333,0.1111111
0.00017308647229907073,0.006005404025113244,0.45902760539770493,0.4689361588844649,0.0879346,0.4473684,0.7391489400000001,0.3529412
9.292757324253387e-05,0.0,0.4279949537258223,0.6328205082698277,0.3726236,0.1315789,0.51780105,0.8
0.0011023622047244095,0.1058063530835455,0.543167532564075,0.7221312291554576,0.1688646,0.5257732,0.6271764700000001,0.1372549
2.6956089948215933e-05,0.0,0.24379333924847552,0.7796793596013665,0.9090909,0.0,0.53846154,0.0
8.441512378520252e-05,0.005884323273755194,0.3993946905440177,0.7488331232104704,0.0,0.2222222,0.6563380300000001,0.5
0.00046463786621266936,0.029334634997994286,0.5479102608299486,0.7461717554417819,0.0007628,0.4411765,0.7291118400000001,0.2666667
4.681847201532241e-05,0.013349404390032515,0.3122279987358231,0.5977141781842747,0.0,0.0238095,0.5388888900000001,0.0
0.00022487053983116976,0.0030927579176525674,0.35588122649502607,0.5047256438326775,0.0031496,0.1428571,0.5465,0.9
