att0,att1,att2,att3,att4,att5,att6,att7,att8
0.30389610389610383,0.4986225895316805,0.48270181219110375,0.0,0.28947368421052744,0.2613636363636367,0.7256637168141593,0.2622222222222222,0.23021191813077344
0.8415584415584416,0.8953168044077136,0.8995057660626029,0.0125,0.22807017543859587,0.4431818181818201,0.743362831858407,0.4988888888888889,0.4185835899293606
0.8272727272727274,0.8856749311294767,0.8929159802306426,0.0,0.4298245614035068,0.5909090909090899,0.7522123893805309,0.5244444444444444,0.19036406448107226
0.677922077922078,0.6776859504132232,0.7314662273476111,0.0,0.28947368421052744,0.40909090909091006,0.7522123893805309,0.21111111111111108,0.5616736098532875
0.25714285714285706,0.5192837465564739,0.6260296540362438,0.0,0.6140350877192979,0.6704545454545467,0.5575221238938053,0.11499999999999999,0.12715087846404638
0.8,0.9504132231404959,0.8797364085667215,0.0125,0.1929824561403528,0.3863636363636367,0.7522123893805309,0.5244444444444444,0.3769244702046731
0.44415584415584425,0.696969696969697,0.6985172981878088,0.025,0.3771929824561404,0.45454545454545325,0.7522123893805309,0.40277777777777773,0.21028799130592285
0.7103896103896106,0.8581267217630855,0.9373970345963756,0.05,0.12280701754386314,0.2613636363636367,0.6637168141592921,0.3261111111111111,0.21028799130592285
0.3558441558441558,0.6129476584022039,0.6540362438220758,0.025,0.06140350877193157,0.03409090909090651,0.7256637168141593,0.4666666666666667,0.3117188915051621
0.7337662337662338,0.6680440771349863,0.6688632619439868,0.0,0.412280701754387,0.5568181818181799,0.6902654867256637,0.13444444444444442,0.08531063213186017
0.677922077922078,0.6818181818181819,0.7364085667215816,0.0,0.4210526315789487,0.5568181818181799,0.7345132743362831,0.1983333333333333,0.3117188915051621
0.39740259740259737,0.45454545454545453,0.57166392092257,0.0,0.4561403508771953,0.4772727272727266,0.37168141592920356,0.22999999999999998,0.21028799130592285
0.8324675324675326,0.756198347107438,0.8352553542009885,0.0125,0.3157894736842124,0.5113636363636367,0.743362831858407,0.3261111111111111,0.2917949646803115
0.5987012987012987,0.7369146005509642,0.7940691927512356,0.0,0.412280701754387,0.5795454545454533,0.7522123893805309,0.20444444444444443,0.21028799130592285
0.5987012987012987,0.5289256198347108,0.7067545304777594,0.0125,0.1929824561403528,0.31818181818181657,0.7079646017699114,0.45388888888888884,0.3769244702046731
0.19220779220779216,0.4889807162534435,0.4925864909390445,0.075,0.438596491228072,0.40909090909091006,0.6902654867256637,0.5305555555555556,0.2519471110306104
0.7948051948051948,0.9297520661157025,0.7792421746293245,0.0,0.21929824561403777,0.4318181818181799,0.7522123893805309,0.7388888888888889,0.3968483970295237
0.1402597402597402,0.26584022038567495,0.2784184514003295,0.0,0.8684210526315788,0.8181818181818166,0.6017699115044247,0.12777777777777777,0.16500633943126247
0.6922077922077923,0.8016528925619836,0.7364085667215816,0.0,0.3771929824561404,0.5681818181818201,0.7522123893805309,0.40944444444444444,0.21028799130592285
0.6493506493506493,0.6432506887052343,0.7742998352553542,0.0125,0.3596491228070171,0.45454545454545325,0.7345132743362831,0.2811111111111111,0.2917949646803115
0.5844155844155845,0.5881542699724518,0.6705107084019769,0.0125,0.23684210526315752,0.30681818181818343,0.7345132743362831,0.3194444444444444,0.27187103785546096
0.8740259740259742,0.8980716253443527,0.7924217462932455,0.0,0.1929824561403528,0.40909090909091006,0.6637168141592921,0.30666666666666664,0.19036406448107226
0.274025974025974,0.6060606060606061,0.6523887973640856,0.0,0.6754385964912295,0.7272727272727302,0.15044247787610618,0.10222222222222221,0.0666545915595001
0.2688311688311688,0.3402203856749312,0.31466227347611203,0.0,0.4210526315789487,0.3409090909090935,0.6017699115044247,0.2683333333333333,0.23021191813077344
0.3324675324675325,0.6873278236914601,0.7627677100494235,0.25,0.1929824561403528,0.22727272727272663,0.4247787610619469,0.25555555555555554,0.23021191813077344
0.3506493506493506,0.5977961432506887,0.7298187808896212,0.0,0.3157894736842124,0.375,0.6637168141592921,0.6499999999999999,0.27187103785546096
0.8506493506493507,0.9449035812672177,0.9884678747940692,0.0,0.08771929824561298,0.30681818181818343,0.7610619469026549,0.3644444444444444,0.21028799130592285
0.6727272727272726,0.6625344352617081,0.7973640856672157,0.0125,0.3596491228070171,0.5,0.743362831858407,0.41555555555555557,0.3769244702046731
0.27532467532467536,0.5633608815426997,0.616144975288303,0.025,0.3070175438596472,0.31818181818181657,0.7079646017699114,0.18555555555555553,0.1063213186017026
0.17272727272727267,0.26584022038567495,0.2784184514003295,0.0,0.9298245614035068,0.8863636363636367,0.5840707964601769,0.08333333333333333,0.08531063213186017
0.7714285714285716,0.9297520661157025,0.8797364085667215,0.0,0.3070175438596472,0.5113636363636367,0.7610619469026549,0.45388888888888884,0.2519471110306104
0.4298701298701299,0.384297520661157,0.38385502471169686,0.0,0.34210526315789735,0.3409090909090935,0.7168141592920354,0.25555555555555554,0.2519471110306104
0.5025974025974027,0.36501377410468316,0.3525535420098847,0.0,0.8596491228070171,0.9318181818181834,0.5398230088495575,0.0961111111111111,0.1450824126064119
0.8324675324675326,0.8856749311294767,0.9176276771004942,0.0,0.2543859649122808,0.4659090909090935,0.7787610619469026,0.3133333333333333,0.19036406448107226
0.6870129870129871,0.7465564738292012,0.728171334431631,0.0,0.5350877192982466,0.6818181818181799,0.7345132743362831,0.07666666666666666,0.04582503169715631
0.7428571428571429,0.7272727272727274,0.7973640856672157,0.0,0.3947368421052637,0.5795454545454533,0.7256637168141593,0.08333333333333333,0.0666545915595001
0.677922077922078,0.6818181818181819,0.8187808896210873,0.0,0.5175438596491233,0.6704545454545467,0.7168141592920354,0.12777777777777777,0.16500633943126247
0.6870129870129871,0.8608815426997246,0.8995057660626029,0.125,0.20175438596491446,0.3636363636363633,0.7345132743362831,0.19166666666666668,0.23021191813077344
0.4909090909090909,0.6776859504132232,0.7051070840197694,0.075,0.34210526315789735,0.4431818181818201,0.7610619469026549,0.5372222222222222,0.23021191813077344
0.561038961038961,0.6129476584022039,0.6507413509060955,0.0,0.3157894736842124,0.3863636363636367,0.7522123893805309,0.30666666666666664,0.21028799130592285
0.8649350649350649,0.8553719008264463,0.8533772652388798,0.0,0.3245614035087705,0.5568181818181799,0.743362831858407,0.15999999999999998,0.12715087846404638
