att0,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20
0.005962059620596206,0.0034782608695652175,0.18863049095607237,0.052522590361445784,0.04459533859423748,0.2191848906560636,0.023505708529214235,0.06340715595611254,0.03523644191375599,0.0,0.0,0.0,0.0,0.0,0.015580736543909351,0.007518540036225693,0.2472104912202712,0.2557883939038687,0.00017717930545712256,0.06431673905780154,0.4779066372144964
0.0027100271002710027,0.0017391304347826088,0.12403100775193798,0.00941265060240964,0.005689117269223711,0.15904572564612326,0.1712558764271323,0.05358753722236362,0.0034992014443441426,0.0,0.0,0.0,0.0,0.0,0.0014164305949008501,0.0006835036396568812,0.10513447432762837,0.12646541617819462,0.00021261516654854718,0.37504176411627127,0.8151387424577108
0.0027100271002710027,0.0,0.1348514211886305,0.025978915662650603,0.015599192512387594,0.029821073558648107,0.01343183344526528,0.10515161866566707,0.05976973821262412,0.0,0.0,0.0,0.0,0.0,0.00708215297450425,0.003417518198284406,0.09535452322738387,0.06169402110199297,0.0004961020552799433,0.16162712996992984,0.6879896218992192
0.001084010840108401,0.0017391304347826088,0.17159237726098192,0.055911144578313254,0.037988621765461555,0.019880715705765408,0.00671591672263264,0.13148227239783863,0.03233886535657246,0.0,0.0,0.0,0.0,0.0,0.0141643059490085,0.006835036396568812,0.04334296510335631,0.041471277842907384,0.00017717930545712256,0.06072502505846976,0.5021315673919003
0.002168021680216802,0.0017391304347826088,0.5746124031007752,0.04631024096385542,0.05560653330886401,0.06958250497017891,0.023505708529214235,0.0651404722425962,0.31341823484480247,0.012278978388998036,0.006514657980456026,0.0022944550669216058,0.0,0.003781075716041214,0.0538243626062323,0.034175181982844055,0.07134918870860192,0.08499413833528723,0.00046066619418851876,0.020380888740394253,0.44776601127414817
0.008130081300813007,0.019130434782608695,0.14260335917312664,0.020519578313253014,0.01688383189576069,0.07952286282306163,0.03022162525184688,0.07410115141442013,0.021990695090618708,0.09553045186640473,0.22757871878393054,0.16219885277246654,0.08971705739692805,0.0028358067870309102,0.09185552407932013,0.08184956084891151,0.16525894643254058,0.26485932004689333,0.00042523033309709436,0.016455061810892083,0.4690576122789694
0.001084010840108401,0.0017391304347826088,0.08131459948320414,0.017131024096385544,0.010093595155074325,0.019880715705765408,0.010073875083948958,0.11785719516254738,0.031002847024512187,0.0,0.0,0.0,0.0,0.0,0.07082152974504251,0.06424934212774683,0.041564792176039124,0.03546307151230949,0.0005669737774627924,0.31039091212829933,0.7895670664702198
0.00921409214092141,0.006956521739130435,0.3123385012919897,0.05798192771084338,0.04899981648008809,0.18836978131212723,0.07034922766957691,0.14637834268996913,0.09351850565932922,0.0,0.0,0.0,0.0,0.0,0.0028328611898017003,0.0013670072793137624,0.24289842187152705,0.2566676436107855,0.0009213323883770376,0.10474440360841965,0.7315642713374064
0.003794037940379404,0.0017391304347826088,0.3224321705426357,0.07341867469879518,0.03156542484859607,0.10934393638170974,0.1039288112827401,0.4645845760579107,0.03790903409485452,0.06618369351669941,0.10836047774158525,0.0824282982791587,0.044858528698464024,0.0009452689290103034,0.15269121813031164,0.09278561908342162,0.1324294287619471,0.19846131301289566,0.0007795889440113396,0.007183427998663549,0.4811876862586011
0.008672086720867209,0.006956521739130435,0.344718992248062,0.031438253012048195,0.021288309781611302,0.4572564612326043,0.34586971121558097,0.018032585079546908,0.012872439413929588,0.01719056974459725,0.007600434310532031,0.0026768642447418736,0.0,0.0056716135740618205,0.045325779036827205,0.029390656505245888,0.38164036452545014,0.4355216881594373,0.0,0.02096558636819245,0.49249526900367113
0.026016260162601626,0.0017391304347826088,0.2512919896640827,0.044615963855421686,0.022205909341163517,0.536779324055666,0.5204835460040296,0.22242101417408605,0.015287827234219847,0.00982318271119843,0.005428881650380022,0.0019120458891013384,0.0,0.0,0.0339943342776204,0.017771094631078913,0.3985330073349634,0.48900937866354044,0.000885896527285613,0.01921149348479786,0.48572899693961935
0.024390243902439025,0.0,0.07711563307493541,0.02315512048192771,0.014314553129014498,0.059642147117296214,0.020147750167897917,0.06947000262431764,0.015905006596764117,0.01719056974459725,0.01959826275787188,0.029120458891013383,0.034017784963621664,0.001890537858020607,0.08371104815864024,0.1328731075492977,0.14119804400977998,0.17972596717467762,0.0,0.016371533578349484,0.4340078950242624
