population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop
0.19,0.30208333333333337,0.02,0.9183673469387755,0.11111111111111112,0.16161616161616163,0.29787234042553196,0.44791666666666663,0.26804123711340205,0.2765957446808511,0.2,1.0,0.3297872340425532,0.7826086956521738,0.4177215189873417,0.6333333333333333,0.23655913978494622,0.10526315789473684,0.3736263736263736,0.35789473684210527,0.37500000000000006,0.37755102040816324,0.32,0.27,0.2065217391304348,0.36,0.2976190476190476,0.08,0.15625,0.07216494845360827,0.13684210526315788,0.4408602150537635,0.22340425531914898,0.7640449438202248,0.20652173913043484,0.34444444444444444,0.25,0.46666666666666673,0.6190476190476191,0.4,0.7777777777777777,0.7215189873417721,0.35,0.5978260869565217,0.6483516483516483,0.648936170212766,0.6746987951807231,0.8023255813953489,0.8255813953488372,0.04,0.12244897959183676,0.03,0.21649484536082475,0.24175824175824182,0.38095238095238093,0.4342105263157895,0.060606060606060615,0.060606060606060615,0.07070707070707072,0.07070707070707072,0.9081632653061225,0.04081632653061224,0.11340206185567014,0.10309278350515466,0.309278350515464,0.33695652173913043,0.22580645161290328,0.6179775280898877,0.07142857142857142,0.40963855421686757,0.5,0.20202020202020202,0.7553191489361701,0.6190476190476191,0.04040404040404041,0.24137931034482757,0.7222222222222223,0.13131313131313133,0.04081632653061224,0.21212121212121213,0.18181818181818182,0.163265306122449,0.3673469387755102,0.30107526881720437,0.32608695652173914,0.2666666666666667,0.17333333333333328,0.45238095238095244,0.16666666666666669,0.04,0.0,0.11111111111111112,0.46153846153846145,0.4794520547945205,0.4939759036144578,0.7111111111111111,0.03,0.13,0.96,0.17,0.06,0.18,0.44,0.13,0.94,0.93,0.03,0.07,0.1,0.07,0.02,0.57,0.29,0.12,0.25252525252525254,0.2,0.06,0.04,0.9,0.5,0.32,0.14
0.15,0.28125,0.4,0.6428571428571429,0.13131313131313133,0.050505050505050504,0.553191489361702,0.7083333333333334,0.6391752577319588,0.4361702127659574,0.16,1.0,0.17021276595744683,0.5652173913043478,0.11392405063291138,0.5333333333333333,0.4408602150537635,0.35789473684210527,0.46153846153846145,0.2631578947368421,0.26041666666666663,0.326530612244898,0.23,0.13,0.13043478260869565,0.2,0.16666666666666669,0.15,0.4583333333333333,0.27835051546391754,0.34736842105263155,0.4301075268817204,0.3297872340425532,0.49438202247191015,0.04347826086956522,0.7,0.21,0.4777777777777778,0.40476190476190477,0.94,0.3611111111111111,0.3924050632911392,0.36,0.21739130434782608,0.2747252747252747,0.26595744680851063,0.22891566265060243,0.6511627906976745,0.6976744186046513,0.13,0.7244897959183674,0.05,0.37113402061855677,0.37362637362637363,0.48809523809523814,0.5263157894736843,0.20202020202020202,0.18181818181818182,0.19191919191919193,0.1717171717171717,0.826530612244898,0.06122448979591837,0.19587628865979384,0.10309278350515466,0.18556701030927836,0.2717391304347826,0.16129032258064518,0.2696629213483146,0.0816326530612245,0.5180722891566265,0.0,0.21212121212121213,0.6808510638297872,0.2619047619047619,0.7878787878787881,0.6321839080459769,0.0,0.393939393939394,0.2448979591836735,0.22222222222222224,0.22222222222222224,0.2142857142857143,0.3163265306122449,0.26881720430107536,0.3043478260869565,0.2555555555555556,0.36000000000000004,0.3214285714285714,0.33333333333333337,0.23,0.02,0.22222222222222224,0.8791208791208791,0.35616438356164376,0.5180722891566265,0.888888888888889,0.06,0.3,0.93,0.38,0.05,0.21,0.23,0.3,0.61,0.89,0.15,0.01,0.06,0.12,0.1,0.64,0.22,0.06,0.38383838383838387,0.84,0.06,0.06,0.91,0.5,0.88,0.26
0.25,0.5208333333333335,0.05,0.7244897959183674,0.47474747474747475,0.29292929292929293,0.3829787234042553,0.4583333333333333,0.2577319587628867,0.2765957446808511,0.26,1.0,0.2872340425531915,0.5978260869565217,0.4556962025316455,0.3777777777777778,0.34408602150537637,0.6210526315789473,0.3846153846153846,0.28421052631578947,0.26041666666666663,0.30612244897959184,0.23,0.17,0.09782608695652176,0.24,0.16666666666666669,0.19,0.31250000000000006,0.31958762886597947,0.39999999999999997,0.18279569892473121,0.5638297872340425,0.48314606741573035,0.3695652173913044,0.34444444444444444,0.43,0.2888888888888889,0.5238095238095238,0.35,0.6805555555555556,0.620253164556962,0.6,0.6521739130434782,0.6703296703296703,0.6808510638297872,0.7349397590361446,0.29069767441860467,0.29069767441860467,0.08,0.20408163265306123,0.14,0.288659793814433,0.4395604395604396,0.619047619047619,0.7631578947368421,0.27272727272727276,0.35353535353535354,0.40404040404040403,0.41414141414141414,0.653061224489796,0.336734693877551,0.4123711340206186,0.37113402061855677,0.5463917525773198,0.5,0.5698924731182796,0.5280898876404494,0.37755102040816324,0.37349397590361444,0.5,0.1414141414141414,0.8829787234042552,0.5833333333333334,0.08080808080808081,0.12643678160919541,0.8111111111111111,0.13131313131313133,0.2653061224489796,0.30303030303030304,0.30303030303030304,0.29591836734693877,0.40816326530612246,0.3548387096774194,0.40217391304347827,0.33333333333333337,0.5333333333333334,0.6071428571428571,0.12222222222222222,0.12,0.09,0.37373737373737376,0.6373626373626372,0.2191780821917808,0.4578313253012048,0.8111111111111111,0.03,0.08,0.96,0.12,0.05,0.11,0.35,0.08,0.8,0.82,0.04,0.19,0.19,0.18,0.05,0.57,0.36,0.09,0.4545454545454546,0.05,0.09,0.05,0.88,0.5,0.76,0.13
1.0,0.3958333333333333,0.47,0.6020408163265306,0.11111111111111112,0.04040404040404041,0.3723404255319149,0.5104166666666667,0.31958762886597947,0.2872340425531915,1.0,0.99,0.23404255319148942,0.6739130434782609,0.18987341772151894,0.3666666666666667,0.3548387096774194,0.2631578947368421,0.3956043956043956,0.2526315789473684,0.2708333333333333,0.336734693877551,0.21,0.2,0.2717391304347826,0.28,0.28571428571428575,0.76,0.30208333333333337,0.22680412371134023,0.35789473684210527,0.22580645161290328,0.2553191489361702,0.6629213483146068,0.15217391304347827,0.2555555555555556,0.35,0.3111111111111111,0.6309523809523809,0.41,0.7222222222222221,0.6962025316455696,0.47,0.5760869565217391,0.5604395604395603,0.6276595744680851,0.6144578313253013,0.5813953488372094,0.5930232558139535,0.49,0.336734693877551,0.16,0.2474226804123712,0.3186813186813187,0.4166666666666667,0.48684210526315785,0.060606060606060615,0.060606060606060615,0.07070707070707072,0.07070707070707072,0.9183673469387755,0.020408163265306124,0.20618556701030932,0.17525773195876293,0.4020618556701031,0.41304347826086957,0.3548387096774194,0.6179775280898877,0.1836734693877551,0.3855421686746988,0.5,1.0,0.6382978723404255,0.6428571428571429,0.5151515151515152,0.44827586206896547,0.7000000000000001,0.36363636363636365,0.2142857142857143,0.10101010101010102,0.10101010101010102,0.11224489795918369,0.25510204081632654,0.22580645161290328,0.2608695652173913,0.2222222222222222,0.26666666666666666,0.39285714285714285,0.24444444444444446,0.39,0.36,0.09090909090909093,0.48351648351648346,0.4109589041095891,0.6024096385542168,0.5333333333333333,0.25,0.16,0.75,0.19,0.35,0.19,0.38,0.16,0.82,0.7,0.45,0.03,0.05,0.33,0.13,0.57,1.0,1.0,0.060606060606060615,0.15,1.0,0.35,0.73,0.0,0.31,0.21
0.11,0.40625,0.04,0.9081632653061225,0.08080808080808081,0.050505050505050504,0.41489361702127664,0.4583333333333333,0.288659793814433,0.4255319148936171,0.13,1.0,0.17021276595744683,0.5652173913043478,0.5443037974683544,0.5111111111111112,0.5268817204301076,0.3789473684210526,0.32967032967032966,0.21052631578947367,0.21875,0.23469387755102042,0.16,0.07,0.13043478260869565,0.19,0.07142857142857145,0.1,0.3333333333333333,0.26804123711340205,0.3368421052631579,0.21505376344086027,0.2872340425531915,0.5955056179775282,0.4239130434782609,0.41111111111111115,0.44,0.2555555555555556,0.38095238095238093,0.39,0.40277777777777773,0.40506329113924044,0.49,0.6413043478260869,0.6703296703296703,0.5425531914893617,0.7951807228915664,0.7325581395348838,0.7674418604651163,0.05,0.2448979591836735,0.02,0.47422680412371143,0.5934065934065934,0.6785714285714286,0.7631578947368421,0.10101010101010102,0.10101010101010102,0.10101010101010102,0.09090909090909093,0.9387755102040817,0.07142857142857142,0.2474226804123712,0.21649484536082475,0.4123711340206186,0.43478260869565216,0.30107526881720437,0.7191011235955057,0.10204081632653061,0.46987951807228934,0.0,0.08080808080808081,0.851063829787234,0.7261904761904762,0.4444444444444445,0.43678160919540227,0.2111111111111111,0.33333333333333337,0.23469387755102042,0.04040404040404041,0.030303030303030304,0.030612244897959183,0.14285714285714288,0.10752688172043012,0.10869565217391303,0.07777777777777779,0.25333333333333335,0.14285714285714288,0.3666666666666667,0.05,0.01,0.08080808080808081,0.7912087912087911,0.5890410958904109,0.7469879518072289,0.7111111111111111,0.01,0.11,0.98,0.14,0.03,0.14,0.37,0.11,0.84,0.96,0.0,0.0,0.0,0.0,0.02,0.86,0.29,0.16,0.11111111111111112,0.07,0.04,0.01,0.81,1.0,0.56,0.09
0.09,0.40625,0.51,0.5918367346938775,0.030303030303030304,0.0,0.553191489361702,0.5416666666666669,0.48453608247422686,0.4893617021276596,0.1,1.0,0.14893617021276595,0.45652173913043476,0.2531645569620253,0.4555555555555556,0.6236559139784947,0.32631578947368417,0.4725274725274725,0.19999999999999996,0.22916666666666669,0.29591836734693877,0.19,0.22,0.06521739130434784,0.26,0.11904761904761907,0.09,0.40625,0.4536082474226804,0.5052631578947369,0.29032258064516137,0.3191489361702128,0.4269662921348315,0.4347826086956522,0.5888888888888889,0.43,0.35555555555555557,0.38095238095238093,0.53,0.4305555555555555,0.430379746835443,0.39,0.4456521739130434,0.46153846153846145,0.46808510638297873,0.5783132530120482,0.6046511627906976,0.6627906976744187,0.07,0.4693877551020408,0.01,0.711340206185567,0.7692307692307693,0.7380952380952381,0.7236842105263158,0.07070707070707072,0.07070707070707072,0.050505050505050504,0.04040404040404041,0.9795918367346939,0.0,0.15463917525773196,0.13402061855670105,0.31958762886597947,0.32608695652173914,0.26881720430107536,0.5617977528089888,0.06122448979591837,0.40963855421686757,0.5,0.10101010101010102,0.7340425531914893,0.5833333333333334,0.32323232323232326,0.528735632183908,0.48888888888888893,0.41414141414141414,0.15306122448979595,0.07070707070707072,0.08080808080808081,0.09183673469387754,0.12244897959183673,0.11827956989247312,0.14130434782608695,0.09999999999999999,0.2,0.11904761904761904,0.2777777777777778,0.03,0.0,0.030303030303030304,0.7912087912087911,0.5616438356164384,0.5542168674698795,0.6666666666666666,0.02,0.19,0.97,0.23,0.03,0.17,0.29,0.19,0.61,0.85,0.24,0.0,0.0,0.17,0.03,0.5,0.1,0.14,0.10101010101010102,0.19,0.05,0.01,0.75,0.0,0.6,0.1
0.19,0.2708333333333333,0.19,0.8571428571428571,0.0202020202020202,0.0,0.3191489361702128,0.43750000000000006,0.27835051546391754,0.5319148936170214,0.2,1.0,0.1382978723404255,0.47826086956521735,0.22784810126582278,0.47777777777777786,0.5698924731182796,0.3157894736842105,0.4505494505494505,0.18947368421052632,0.21875,0.2448979591836735,0.2,0.13,0.25,0.25,0.22619047619047616,0.16,0.3541666666666667,0.3608247422680413,0.45263157894736833,0.16129032258064518,0.41489361702127664,0.48314606741573035,0.45652173913043487,0.3666666666666667,0.53,0.23333333333333334,0.6309523809523809,0.37,0.6666666666666667,0.670886075949367,0.36,0.5108695652173912,0.5384615384615384,0.5212765957446809,0.5421686746987953,0.6860465116279071,0.7093023255813954,0.09,0.30612244897959184,0.01,0.4226804123711341,0.4065934065934066,0.5952380952380952,0.5789473684210527,0.0202020202020202,0.010101010101010102,0.0202020202020202,0.010101010101010102,0.9795918367346939,0.020408163265306124,0.11340206185567014,0.09278350515463918,0.26804123711340205,0.2934782608695652,0.18279569892473121,0.5955056179775282,0.07142857142857142,0.602409638554217,0.0,0.27272727272727276,0.6702127659574468,0.5952380952380952,0.36363636363636365,0.5862068965517241,0.30000000000000004,0.393939393939394,0.11224489795918369,0.050505050505050504,0.050505050505050504,0.04081632653061224,0.163265306122449,0.10752688172043012,0.11956521739130435,0.08888888888888889,0.27999999999999997,0.19047619047619047,0.30000000000000004,0.05,0.01,0.010101010101010102,0.7802197802197801,0.5890410958904109,0.8192771084337349,0.8333333333333334,0.04,0.17,0.95,0.2,0.04,0.13,0.25,0.17,0.86,0.93,0.1,0.0,0.0,0.07,0.03,0.5,0.78,0.12,0.25252525252525254,0.09,0.09,0.02,0.74,0.0,0.34,0.07
0.06,0.28125,0.17,0.8571428571428571,0.030303030303030304,0.0202020202020202,0.3617021276595745,0.4583333333333333,0.26804123711340205,0.39361702127659576,0.07,1.0,0.19148936170212766,0.5108695652173912,0.22784810126582278,0.43333333333333335,0.4838709677419355,0.34736842105263155,0.6703296703296702,0.23157894736842105,0.22916666666666669,0.23469387755102042,0.3,0.16,0.2717391304347826,0.34,0.11904761904761907,0.07,0.40625,0.2989690721649485,0.42105263157894735,0.12903225806451615,0.5106382978723405,0.4606741573033708,0.8043478260869568,0.23333333333333334,0.6,0.20000000000000007,0.6785714285714286,0.32,0.7916666666666667,0.7594936708860759,0.39,0.47826086956521735,0.5164835164835164,0.425531914893617,0.5421686746987953,0.5116279069767442,0.5,0.03,0.2142857142857143,0.0,0.10309278350515466,0.08791208791208793,0.10714285714285715,0.21052631578947367,0.0,0.0,0.0,0.010101010101010102,0.9693877551020408,0.020408163265306124,0.13402061855670105,0.11340206185567014,0.309278350515464,0.2934782608695652,0.26881720430107536,0.6292134831460675,0.06122448979591837,0.46987951807228934,0.0,0.08080808080808081,0.7127659574468086,0.6547619047619048,0.393939393939394,0.5747126436781609,0.34444444444444444,0.4545454545454546,0.15306122448979595,0.050505050505050504,0.04040404040404041,0.030612244897959183,0.17346938775510207,0.12903225806451615,0.11956521739130435,0.11111111111111112,0.3066666666666666,0.0,0.2888888888888889,0.04,0.0,0.030303030303030304,0.8571428571428571,0.5890410958904109,0.8433734939759037,0.9000000000000001,0.01,0.2,0.98,0.25,0.02,0.2,0.31,0.2,0.9,0.87,0.13,0.03,0.0,0.11,0.03,0.29,0.16,0.04,0.25252525252525254,0.01,0.03,0.01,0.84,0.5,0.82,0.11
0.35,0.6041666666666667,0.14,0.5714285714285715,0.31313131313131315,0.47474747474747475,0.4893617021276596,0.5833333333333334,0.4020618556701031,0.21276595744680854,0.36,1.0,0.3404255319148936,0.717391304347826,0.26582278481012656,0.3888888888888889,0.26881720430107536,0.3894736842105263,0.4065934065934066,0.35789473684210527,0.28125,0.3469387755102041,0.31,0.21,0.2173913043478261,0.24,0.16666666666666669,0.24,0.28125,0.27835051546391754,0.34736842105263155,0.24731182795698928,0.4042553191489362,0.5730337078651686,0.3586956521739131,0.3888888888888889,0.42,0.33333333333333337,0.41666666666666663,0.54,0.5833333333333333,0.5189873417721518,0.68,0.6413043478260869,0.6263736263736263,0.7340425531914893,0.7228915662650602,0.38372093023255816,0.372093023255814,0.14,0.30612244897959184,0.23,0.37113402061855677,0.4725274725274725,0.5714285714285714,0.6973684210526315,0.41414141414141414,0.4545454545454546,0.4545454545454546,0.46464646464646464,0.5816326530612245,0.36734693877551017,0.5670103092783505,0.5154639175257733,0.6288659793814434,0.6413043478260869,0.5591397849462366,0.5280898876404494,0.4897959183673469,0.40963855421686757,0.5,0.24242424242424243,0.8191489361702128,0.5476190476190477,0.18181818181818182,0.1839080459770115,0.7000000000000001,0.21212121212121213,0.17346938775510204,0.31313131313131315,0.32323232323232326,0.30612244897959184,0.4897959183673469,0.4301075268817204,0.5108695652173914,0.41111111111111115,0.5733333333333335,0.6428571428571429,0.07777777777777779,0.1,0.03,0.4545454545454546,0.5274725274725274,0.27397260273972596,0.43373493975903615,0.7666666666666666,0.2,0.39,0.85,0.33,0.03,0.05,0.02,0.39,0.87,0.61,0.2,0.38,0.27,0.41,0.07,0.57,0.38,0.22,0.23232323232323232,0.09,0.41,0.28,0.19,0.5,0.22,0.51
0.16,0.4166666666666667,0.05,0.7755102040816326,0.5252525252525254,0.20202020202020202,0.3297872340425532,0.46875000000000006,0.27835051546391754,0.24468085106382975,0.18,1.0,0.46808510638297873,0.7608695652173912,0.2531645569620253,0.5444444444444445,0.23655913978494622,0.27368421052631575,0.3956043956043956,0.46315789473684205,0.40625,0.42857142857142855,0.39,0.25,0.2717391304347826,0.33,0.33333333333333337,0.07,0.125,0.09278350515463918,0.13684210526315788,0.3763440860215054,0.2021276595744681,0.7752808988764045,0.17391304347826092,0.24444444444444446,0.26,0.41111111111111115,0.488095238095238,0.45,0.6944444444444444,0.6075949367088607,0.47,0.6739130434782609,0.7142857142857142,0.7553191489361701,0.6506024096385543,0.5348837209302326,0.6395348837209303,0.03,0.11224489795918369,0.11,0.44329896907216504,0.5384615384615385,0.6785714285714286,0.75,0.4444444444444445,0.46464646464646464,0.48484848484848486,0.4444444444444445,0.7040816326530612,0.1836734693877551,0.23711340206185572,0.21649484536082475,0.4536082474226804,0.4239130434782608,0.4516129032258065,0.5730337078651686,0.22448979591836735,0.3493975903614459,0.5,0.08080808080808081,0.9148936170212766,0.6309523809523809,0.04040404040404041,0.09195402298850573,0.6444444444444444,0.07070707070707072,0.030612244897959183,0.5050505050505052,0.5050505050505052,0.5102040816326531,0.663265306122449,0.5698924731182796,0.6739130434782608,0.5555555555555555,0.5333333333333334,0.6785714285714286,0.09999999999999999,0.03,0.01,0.41414141414141414,0.5384615384615384,0.3698630136986301,0.5301204819277108,0.6888888888888889,0.02,0.11,0.97,0.14,0.04,0.15,0.41,0.11,0.76,0.91,0.02,0.07,0.26,0.09,0.03,0.64,0.34,0.08,0.31313131313131315,0.56,0.07,0.03,0.79,1.0,0.57,0.13
