Input1,Input2,Input3,Input4,Input5
0.6963095557723591,0.3584502689017841,0.4258580225553635,0.33034327839484445,0.22225892067850736
0.8276796262899422,0.6179711136107559,0.9502998305340951,0.6704169311340261,0.6409492246465787
0.6297223872522005,0.3821411816088574,0.9828651446585949,0.985221697203537,0.0746998091920932
0.3957852411424477,0.3152486258092481,0.34725645040342856,0.613976153364522,0.741949415276327
0.809494190926349,0.28527185309410125,0.08710838678546548,0.7691102238288892,0.19781010198341215
0.3482264794267565,0.9382263107478447,0.6575041757506346,0.7041421954894787,0.6142702510877835
0.20219468896995976,0.901023640145195,0.466180349118434,0.7054717948532737,0.6627543702565386
0.22307719969757214,0.6818919035496828,0.41241072431239784,0.47486959420844105,0.5764243678425891
0.42353836375232645,0.47183698452307427,0.45918008393608334,0.06489542418787149,0.16732042814844905
0.6208667419870431,0.54076032584889,0.02780791210545211,0.30637480372168496,0.0
0.051573030468985016,0.8540144076304507,0.010701687363429987,0.573908953249132,0.5298667811739641
0.6308540907304502,0.4800558608513507,0.13727640738851954,0.6844723197045032,0.5778100487359974
0.7003329852012866,0.8137775030055537,0.0348914088490457,0.7629276347223343,0.5233453420933204
0.582866025122863,0.8930327649029108,0.024988636902221428,0.6626322271624355,0.24298871773359304
0.6164346324547103,0.07776893925470928,0.18509712548982515,0.583673074298521,0.35294129610653097
0.17109181764416373,0.895730387398678,0.5063106228027254,0.1968160467137659,0.8118606384240911
0.7748758184389423,0.806037180738013,0.05392883036955298,0.43142893147214967,0.25771230149599006
0.4805118133071492,0.17263222819136986,0.3879545394358687,0.6733560367739093,0.48463291522569185
0.7060948679027821,0.31651103433922106,0.7400118450653987,0.7214161312714683,0.13697643903990747
0.11378394684423773,0.9153619611310548,0.21444310824964702,0.33136080229661974,0.2080330170803894
0.5508202501711312,0.6411900454308255,0.8732046405669381,0.7245014619587606,0.4160798534663176
0.5140320964976739,0.8842225030353631,0.5420044496468635,0.18756670251861293,0.03986014786726989
0.7963664019358933,0.5498506339314319,0.26098854523622683,0.7263358628741419,0.41853937557237214
0.6254434233453056,0.42119194852970054,0.3142075731175528,0.5578463902804718,0.8952440890515367
0.2692095089151076,0.07064244736350296,0.22968394202077766,0.7735163864615862,0.43926625703123595
0.734997122008553,0.742011168994737,0.5588681401093895,0.542356834795119,0.883674233558014
0.7490074044408157,0.1312834227062687,0.4975743487137093,0.5347606258156228,0.3354276759283071
0.8368104904191587,0.15809006778551893,0.6387476626273133,0.7898757737273,0.9876747008140868
0.6828865550712634,0.728136096679696,0.35725765912854085,0.6794554489889078,0.34297962663833637
0.017234855277754518,0.12189404322278329,0.3287354403611544,0.008385446759165322,0.5894924164171227
0.5701339008055584,0.037101325670174656,0.9825743845708181,0.13359047998345294,0.3277111326551841
0.5573671137415216,0.8420472435126325,0.5387650933889387,0.4246950347681879,0.1724514130852959
0.011685250478084466,0.7008667141764726,0.6744684103477927,0.044056797792130085,0.6614304863909116
0.505511181939604,0.3249729760269881,0.8047146278935535,0.15496447230613458,0.08780648416188679
0.2645819245656529,0.6912785407090891,0.5542947371419512,0.6986108671533496,0.33061439489407735
0.3160413073742507,0.3192353547255575,0.48223511522331386,0.1277900816684573,0.40376368040685506
0.5613448699866429,0.849279721577249,0.5346355773913997,0.9336771818555527,0.226745385696147
0.48729476832973306,0.6888289789847523,0.5086848782318623,0.4774492006686812,0.8924685115107598
0.8120005185300945,0.8634487848402332,0.6219517671404893,0.09959113398022632,0.6648790031571513
0.577158591706691,0.9240274200832662,0.27692975848774826,0.03514054944745565,0.1586158070315293
0.851540508317869,0.6058503493300174,0.9697742460461929,0.6240026584982148,0.13963602129151922
0.4434386531580696,0.6208832616861232,0.5360348970598493,0.6543083224565459,0.5540437247751632
0.1965871707134328,0.9118071347506789,0.319514157808859,0.5908341317153073,0.6304395031599838
0.6291502240909872,0.7715005723928691,0.033629965773888756,0.39375713196486894,0.5540789891767023
0.4659292595522029,0.17116989713260244,0.03276898450624341,0.9519372585646892,0.42785233639146314
0.6539898272154263,0.3568592477074298,0.8085960647804545,0.21389494671532674,0.42059987736680005
0.1692662603372058,0.993752214375419,0.7142029427428477,0.6558364881854154,0.5511700468799448
0.6503808094463326,0.9659011820336225,0.32064738267343634,0.7025973055172421,0.45287622816613277
0.32932949682061213,0.6278619682219786,0.0400299208543463,0.1474311994004387,0.15775172460068793
0.7504661922111029,0.4368010600926456,0.5376330934753162,0.32495436731854604,0.33660935516640145
0.6403535070576066,0.6346274167902762,0.4520767255592637,0.4141834315072539,0.013430554371445597
0.34499388660854413,0.23798548677056292,0.9132457742797798,0.34188555318257513,0.4961997820579313
0.5745395428255211,0.24041735094997652,0.7848468308505591,0.3442403020306285,0.6053565187657001
0.5271073620778738,0.10432689325819874,0.8859480867988828,0.67852349172816,0.19680386897316582
0.3400336556632945,0.5964562125495616,0.7541642753580773,0.4908961368075612,0.8581202207317528
0.8075719322575059,0.43502309563628916,0.08395357217533221,0.8350692666632541,0.5076210872733734
0.7322956430706014,0.25015748678950406,0.3959103504970296,0.6829405693514269,0.5454785268089822
0.13566387357730025,0.4771183225167791,0.301910989594908,0.9857517812637652,0.2770310380581492
0.6535245756585915,0.7946600264952528,0.37335044779118803,0.4748626281087475,0.5079920936397023
0.266606871534059,0.5485277632084378,0.27537148665937267,0.756254565548565,0.03467301693465964
0.528533060450223,0.08519413136764237,0.072522033392143,0.7446786911634762,0.43158623828174036
0.05138498474247761,0.009571017183797869,0.737568487578797,0.7634498220015422,0.648098957197426
0.07992166109074092,0.8502916741793357,0.4681155973495867,0.6812628011025916,0.07975936752640755
0.45544674359197895,0.37617199249931044,0.3868147551241912,0.49723926243857125,0.10768653555244803
0.6610345760603211,0.44009546273236655,0.8768776074277981,0.7392692790789432,0.34457143307829885
0.3801498596599415,0.989727798262563,0.20868933633218956,0.9139920348909588,0.040279016853347234
0.42675982695554837,0.06239983557501052,0.3182254052384151,0.9544212610358304,0.805721791026037
0.9876829663562035,0.6649144423050927,0.7578208340860321,0.3446599482422896,0.7237881814240308
0.12838205181501874,0.06891229099037116,0.24605301471547705,0.2777828193018748,0.40404109143027495
0.10997350437566276,0.548695646267583,0.9243821109003888,0.5377965883618319,0.1296028431477093
0.9994536463688792,0.09191624601297868,0.05851044040822938,0.3556979528674496,0.0480702696523146
0.08676273988415167,0.936260870772496,0.36377521250545314,0.5863290856927504,0.4185906081929715
0.8049699969245189,0.9197989844634675,0.770293439955949,0.6432422973183248,0.9545294362818315
0.8817389995280526,0.7425496399852238,0.8450949187752349,0.09814297582273948,0.4527370912702925
0.10264606651479549,0.693420862088263,0.5839185764383218,0.17058349657208605,0.37019506990194484
0.06140326766637824,0.2523653208002073,0.06806244769920157,0.016304226884287863,0.3026491339478151
0.2556775044863801,0.3713666483301799,0.21603948777138374,0.9849128060726802,0.04327539901180405
0.05685035078522429,0.6050876340674445,0.48198815589613264,0.7066891220256287,0.6093220519143476
0.5807891816801306,0.5266240634231667,0.2629776151881579,0.22951143612557878,0.6780933470017712
0.23416703329983313,0.4324360135128404,0.6894500533109071,0.9450980357543288,0.30891450701191375
0.5084137020044155,0.788295106314477,0.8944794445217008,0.33129063893191485,0.5197380059047378
0.1577449435897222,0.011342115324884428,0.12214628694829681,0.3279592320989204,0.8262194323557355
0.7012378520435153,0.6871465066349451,0.9938817445769528,0.006210499539029036,0.24466603131424408
0.9476642298651893,0.22742719489994073,0.26929757385993525,0.19894940448739132,0.7481734084933269
0.5196483608108653,0.9592442248483277,0.9752804356442418,0.6141646783785947,0.5919652824053707
0.9354553847320173,0.5034953521643809,0.2255179929970866,0.9250087199086098,0.1560382227958708
0.18774775768077462,0.22919798289127738,0.6524159318062692,0.8121691561106216,0.7705162719194933
0.4652219316084869,0.23490513848291883,0.6753726435018524,0.9110271854047008,0.9446101415466416
0.43034282588207484,0.1985622790237433,0.9248803604524855,0.42322986515707517,0.7941123232593695
0.7957230755377165,0.24102448309219587,0.7445508001684121,0.22713201921870552,0.32663212384099544
0.32719760619998456,0.7218663904711776,0.8129301115300316,0.7111354790835792,0.24470277703483845
0.9441315570686802,0.5850113145980388,0.40753461122460516,0.6629690467389534,0.5487448263180431
0.03840608902928653,0.7344762579060811,0.5942934072238173,0.9000573216636424,0.2878664375479789
0.19720675366589796,0.9876817173512705,0.12368971613709723,0.461926463892201,0.5549801125910577
0.6972048142706465,0.13755069273852563,0.017954899409191028,0.6943420540705496,0.4373882387310604
0.7658501693814134,0.29722144872931144,0.3879021940664457,0.15971494900186065,0.7086306092122792
0.3130709159868529,0.19050424235383995,0.8249483046658753,0.5537140801277814,0.34103605196283077
0.0793100330138151,0.8524569456395201,0.7233866925174386,0.7058302852944465,0.1804764110249613
0.14198043433714588,0.4194211395282195,0.9324680281791203,0.8233232467191957,0.2341609719791085
0.792083268804918,0.5480039613006388,0.13336842522348494,0.3650640625434584,0.9661092066041127
0.08960720227681257,0.8299744143764678,0.02794370938706659,0.6381605431032714,0.08238257638897133
0.3831151273984334,0.06769823080447755,0.32865438927270685,0.213808184198831,0.5692531962010892
0.48691322674041143,0.9474305898591323,0.00804847965257306,0.5582409541300128,0.7673007506264027
0.6111092804337162,0.8559415381087866,0.9293736408102456,0.48148866084841335,0.5346430782754811
0.0869506423968605,0.7788204116381717,0.8884283029896054,0.9981672312795046,0.11976103541159261
0.40077795257661747,0.27544430705021733,0.6182230114258377,0.5381349310533812,0.4503200169623042
