att0,att1,att2,att3,att4,att5,att6,att7,att8
0.5935051150606355,0.4573170731707317,0.0707070707070705,0.22815533980582536,0.4105461393596987,0.13609467455621305,0.1367521367521365,0.3980582524271845,0.8488372093023258
0.6951288362954765,0.4573170731707317,0.23232323232323226,0.325242718446602,0.4199623352165725,0.07692307692307698,0.18803418803418803,0.46601941747572817,0.8953488372093021
0.7103046453332128,0.3780487804878048,0.09090909090909083,0.266990291262136,0.31826741996233526,0.07100591715976334,0.14529914529914545,0.6699029126213591,0.7558139534883721
0.6189110453693457,0.14024390243902435,0.4545454545454546,0.34466019417475735,0.1657250470809793,0.16568047337278102,0.29487179487179493,0.7087378640776698,0.18604651162790709
0.20959327928456895,0.774390243902439,0.6464646464646464,0.18932038834951448,0.5329566854990584,0.7633136094674556,0.23931623931623913,0.26213592233009697,0.5406976744186047
0.39025767259095323,0.9329268292682928,0.7272727272727273,0.5194174757281553,0.7476459510357816,0.6153846153846153,0.5470085470085471,0.49514563106796117,0.6802325581395348
0.5670377814412503,0.4298780487804878,0.050505050505050386,0.2087378640776698,0.38229755178907715,0.16568047337278102,0.10256410256410242,0.4077669902912622,0.75
0.08784806124522937,0.8048780487804879,0.5353535353535352,0.441747572815534,0.536723163841808,0.6331360946745562,0.3974358974358976,0.15533980582524265,0.8372093023255816
0.37155890788374235,0.902439024390244,0.6363636363636362,0.44660194174757284,0.8531073446327684,0.5976331360946746,0.4059829059829061,0.41747572815533984,0.6337209302325584
0.4823513470788826,0.503048780487805,0.04040404040404022,0.2815533980582525,0.4500941619585687,0.18343195266272194,0.24786324786324765,0.4368932038834952,0.6860465116279069
0.10302387028296556,0.8353658536585367,0.5555555555555556,0.28640776699029136,0.512241054613936,0.6982248520710058,0.17948717948717952,0.16504854368932032,0.6046511627906979
0.7459406969128971,0.34146341463414637,0.08080808080808066,0.3398058252427185,0.2919020715630885,0.15384615384615385,0.20512820512820507,0.6407766990291262,0.8546511627906979
0.6894830740046521,0.4451219512195122,0.24242424242424243,0.8737864077669901,0.28625235404896426,0.4556213017751479,0.7606837606837609,0.8932038834951457,0.37790697674418605
0.37896614800930417,0.9634146341463414,0.6666666666666665,0.5339805825242718,0.7024482109227872,0.5443786982248521,0.688034188034188,0.49514563106796117,0.8023255813953489
0.966125426255053,0.32621951219512196,0.2727272727272727,0.21359223300970864,0.24293785310734467,0.1775147928994083,0.10256410256410242,0.8446601941747574,0.7267441860465116
0.9435423770917549,0.38719512195121947,0.24242424242424243,0.4223300970873787,0.15819209039548027,0.2248520710059172,0.23076923076923062,0.854368932038835,0.8488372093023258
0.1555972087351235,0.8719512195121952,0.6464646464646464,0.412621359223301,0.527306967984934,0.7337278106508877,0.2606837606837604,0.2912621359223302,0.7616279069767442
0.22476908832230524,0.774390243902439,0.6161616161616161,0.21844660194174748,0.7306967984934087,0.6804733727810651,0.4145299145299146,0.3495145631067962,0.5697674418604652
0.45624534224611,0.9237804878048781,0.6666666666666665,0.587378640776699,0.6760828625235404,0.4556213017751479,0.6923076923076923,0.6213592233009708,0.7383720930232558
0.4749441069533208,0.4908536585365854,0.030303030303030276,0.2766990291262137,0.4086629001883239,0.17159763313609466,0.2435897435897434,0.4563106796116505,0.6744186046511627
